pitcher_id,pitcher_name,season,level_name,opp_1b_2b,opp_2b_3b,games,total_opps,sb,cs,attempts,attempt_rate,success_rate,sb_rate,post2022,year_rel
453526,Jesse Estrada,2019,AAA,41,27,21,68,7,1,8,0.1176470588235294,0.875,0.1029411764705882,0,-3
454968,Jose Oyervides,2019,AAA,79,46,24,125,5,5,10,0.08,0.5,0.04,0,-3
455359,Orlando Lara,2019,AAA,63,28,20,91,6,1,7,0.0769230769230769,0.8571428571428571,0.0659340659340659,0,-3
455376,Arcenio Leon,2019,AAA,14,6,12,20,2,0,2,0.1,1.0,0.1,0,-3
455377,Rolando Valdez,2019,AAA,23,21,10,44,7,1,8,0.1818181818181818,0.875,0.1590909090909091,0,-3
455605,J.D. Martin,2019,AAA,32,19,8,51,12,2,14,0.2745098039215686,0.8571428571428571,0.2352941176470588,0,-3
456043,Jonathan Sánchez,2019,AAA,83,41,22,124,8,5,13,0.1048387096774193,0.6153846153846154,0.064516129032258,0,-3
456051,Hector Noesí,2019,AAA,60,20,20,80,4,1,5,0.0625,0.8,0.05,0,-3
456071,Yohan Flande,2019,AAA,31,19,8,50,1,0,1,0.02,1.0,0.02,0,-3
456150,Marco Carrillo,2019,AAA,83,43,21,126,7,4,11,0.0873015873015873,0.6363636363636364,0.0555555555555555,0,-3
456379,Al Alburquerque,2019,AAA,32,14,27,46,4,1,5,0.108695652173913,0.8,0.0869565217391304,0,-3
456387,Ryan Feierabend,2019,AAA,33,19,13,52,3,2,5,0.0961538461538461,0.6,0.0576923076923076,0,-3
456493,Felipe Arredondo,2019,AAA,47,22,32,69,4,0,4,0.0579710144927536,1.0,0.0579710144927536,0,-3
457422,Tim Dillard,2019,AAA,102,54,32,156,5,4,9,0.0576923076923076,0.5555555555555556,0.032051282051282,0,-3
457580,Anthony Carter,2019,AAA,42,21,29,63,0,1,1,0.0158730158730158,0.0,0.0,0,-3
457754,Jon Edwards,2019,AAA,29,14,26,43,6,0,6,0.1395348837209302,1.0,0.1395348837209302,0,-3
457786,Anthony Vasquez,2019,AAA,71,38,24,109,3,1,4,0.036697247706422,0.75,0.0275229357798165,0,-3
458220,Esmerling Vasquez,2019,AAA,17,9,5,26,4,0,4,0.1538461538461538,1.0,0.1538461538461538,0,-3
459372,Jonathan Castellanos,2019,AAA,67,37,23,104,7,5,12,0.1153846153846153,0.5833333333333334,0.0673076923076923,0,-3
459932,Hector Ambriz,2019,AAA,70,33,21,103,2,2,4,0.0388349514563106,0.5,0.0194174757281553,0,-3
460044,Cesar Carrillo,2019,AAA,59,32,18,91,7,1,8,0.0879120879120879,0.875,0.0769230769230769,0,-3
460701,James Russell,2019,AAA,40,17,17,57,2,2,4,0.0701754385964912,0.5,0.0350877192982456,0,-3
461829,Gio González,2019,AAA,16,4,4,20,1,1,2,0.1,0.5,0.05,0,-3
462515,Miguel Socolovich,2019,AAA,32,12,22,44,4,0,4,0.0909090909090909,1.0,0.0909090909090909,0,-3
462945,Cesar Jimenez,2019,AAA,8,6,4,14,0,0,0,0.0,,0.0,0,-3
462956,Felipe Paulino,2019,AAA,17,9,12,26,0,0,0,0.0,,0.0,0,-3
463599,Juan Delgadillo,2019,AAA,8,6,7,14,0,0,0,0.0,,0.0,0,-3
463669,Jorge Castillo,2019,AAA,75,17,23,92,6,7,13,0.1413043478260869,0.4615384615384615,0.0652173913043478,0,-3
465033,Salvador Valdez,2019,AAA,30,19,21,49,0,0,0,0.0,,0.0,0,-3
465038,Alejandro Soto,2019,AAA,46,29,27,75,4,3,7,0.0933333333333333,0.5714285714285714,0.0533333333333333,0,-3
465583,Juan Sandoval,2019,AAA,29,24,30,53,3,0,3,0.0566037735849056,1.0,0.0566037735849056,0,-3
465701,Marlon Arias,2019,AAA,52,31,14,83,4,3,7,0.0843373493975903,0.5714285714285714,0.0481927710843373,0,-3
466457,Edgar Osuna,2019,AAA,67,44,28,111,9,4,13,0.1171171171171171,0.6923076923076923,0.081081081081081,0,-3
466463,Pedro Rodriguez,2019,AAA,33,20,28,53,6,1,7,0.1320754716981132,0.8571428571428571,0.1132075471698113,0,-3
467031,Wirfin Obispo,2019,AAA,40,14,33,54,4,1,5,0.0925925925925925,0.8,0.074074074074074,0,-3
467094,Felix Doubront,2019,AAA,81,40,22,121,3,2,5,0.0413223140495867,0.6,0.024793388429752,0,-3
469134,Esmil Rogers,2019,AAA,71,36,17,107,2,3,5,0.0467289719626168,0.4,0.0186915887850467,0,-3
469191,Carlos Teller,2019,AAA,50,30,20,80,6,3,9,0.1125,0.6666666666666666,0.075,0,-3
471174,Luis Vasquez,2019,AAA,15,10,10,25,3,2,5,0.2,0.6,0.12,0,-3
471822,Jumbo Díaz,2019,AAA,33,20,32,53,5,0,5,0.0943396226415094,1.0,0.0943396226415094,0,-3
472551,Fernando Abad,2019,AAA,31,16,22,47,2,0,2,0.0425531914893617,1.0,0.0425531914893617,0,-3
472906,Pablo Ortega,2019,AAA,7,9,6,16,0,0,0,0.0,,0.0,0,-3
473218,Martin Sotelo,2019,AAA,10,7,9,17,1,0,1,0.0588235294117647,1.0,0.0588235294117647,0,-3
473240,Jose Pina,2019,AAA,43,22,39,65,6,1,7,0.1076923076923077,0.8571428571428571,0.0923076923076923,0,-3
473659,Daniel Guerrero,2019,AAA,48,27,27,75,7,0,7,0.0933333333333333,1.0,0.0933333333333333,0,-3
474039,Pedro Beato,2019,AAA,15,11,15,26,2,0,2,0.0769230769230769,1.0,0.0769230769230769,0,-3
476594,Robert Stock,2019,AAA,26,12,19,38,2,0,2,0.0526315789473684,1.0,0.0526315789473684,0,-3
476595,Lucas Luetge,2019,AAA,32,16,23,48,6,1,7,0.1458333333333333,0.8571428571428571,0.125,0,-3
477003,Jonathon Niese,2019,AAA,54,16,14,70,1,1,2,0.0285714285714285,0.5,0.0142857142857142,0,-3
477361,Rodolfo Aguirre,2019,AAA,6,8,9,14,0,1,1,0.0714285714285714,0.0,0.0,0,-3
477418,Rafael Diaz,2019,AAA,11,8,8,19,1,0,1,0.0526315789473684,1.0,0.0526315789473684,0,-3
477462,Esteban Haro,2019,AAA,35,16,24,51,5,0,5,0.0980392156862745,1.0,0.0980392156862745,0,-3
477479,Jose Manuel Lopez,2019,AAA,39,17,37,56,3,1,4,0.0714285714285714,0.75,0.0535714285714285,0,-3
477557,Francisco Rodriguez,2019,AAA,62,33,16,95,0,3,3,0.031578947368421,0.0,0.0,0,-3
477569,Fernando Salas,2019,AAA,38,19,29,57,1,0,1,0.0175438596491228,1.0,0.0175438596491228,0,-3
477581,Walter Silva,2019,AAA,86,43,23,129,7,2,9,0.0697674418604651,0.7777777777777778,0.0542635658914728,0,-3
477584,Tomas Solis,2019,AAA,47,28,26,75,2,1,3,0.04,0.6666666666666666,0.0266666666666666,0,-3
484132,Thomas Melgarejo,2019,AAA,26,13,21,39,0,0,0,0.0,,0.0,0,-3
487019,Manuel Flores,2019,AAA,66,35,22,101,11,0,11,0.1089108910891089,1.0,0.1089108910891089,0,-3
487675,Edward Paredes,2019,AAA,15,7,11,22,0,0,0,0.0,,0.0,0,-3
488786,Louis Coleman,2019,AAA,9,5,9,14,0,0,0,0.0,,0.0,0,-3
488787,Casey Coleman,2019,AAA,56,25,24,81,6,0,6,0.074074074074074,1.0,0.074074074074074,0,-3
488846,Brian Duensing,2019,AAA,8,8,7,16,1,0,1,0.0625,1.0,0.0625,0,-3
488957,Carlos Hernandez,2019,AAA,47,31,16,78,2,0,2,0.0256410256410256,1.0,0.0256410256410256,0,-3
489189,Josh Outman,2019,AAA,37,15,10,52,9,3,12,0.2307692307692307,0.75,0.173076923076923,0,-3
489201,Roman Pena,2019,AAA,34,21,35,55,1,1,2,0.0363636363636363,0.5,0.0181818181818181,0,-3
489223,Edwin Quirarte,2019,AAA,12,11,12,23,2,1,3,0.1304347826086956,0.6666666666666666,0.0869565217391304,0,-3
489295,Brian Schlitter,2019,AAA,32,14,24,46,1,1,2,0.0434782608695652,0.5,0.0217391304347826,0,-3
491624,César Valdez,2019,AAA,100,23,23,123,4,5,9,0.073170731707317,0.4444444444444444,0.032520325203252,0,-3
491707,Arturo Barradas,2019,AAA,29,17,25,46,1,2,3,0.0652173913043478,0.3333333333333333,0.0217391304347826,0,-3
491708,Arquimedes Caminero,2019,AAA,27,16,23,43,2,0,2,0.0465116279069767,1.0,0.0465116279069767,0,-3
493183,Jin-Woo Kim,2019,AAA,19,12,6,31,4,2,6,0.1935483870967742,0.6666666666666666,0.1290322580645161,0,-3
495561,Oswaldo Martínez,2019,AAA,41,31,28,72,3,0,3,0.0416666666666666,1.0,0.0416666666666666,0,-3
495647,Luis Angel Daniel,2019,AAA,6,4,3,10,0,0,0,0.0,,0.0,0,-3
496073,Daniel Rodriguez,2019,AAA,67,31,22,98,2,8,10,0.1020408163265306,0.2,0.0204081632653061,0,-3
500279,Jonathan Vargas,2019,AAA,52,20,12,72,5,3,8,0.1111111111111111,0.625,0.0694444444444444,0,-3
500610,Deolis Guerra,2019,AAA,29,13,25,42,5,0,5,0.119047619047619,1.0,0.119047619047619,0,-3
500724,JC Ramírez,2019,AAA,33,18,12,51,8,3,11,0.2156862745098039,0.7272727272727273,0.1568627450980392,0,-3
500882,Nestor Molina,2019,AAA,96,57,24,153,6,4,10,0.065359477124183,0.6,0.0392156862745098,0,-3
501170,Adrian Ramirez,2019,AAA,21,12,18,33,3,0,3,0.0909090909090909,1.0,0.0909090909090909,0,-3
501480,Alejandro Martinez,2019,AAA,33,17,28,50,0,2,2,0.04,0.0,0.0,0,-3
501645,Leuris Gomez,2019,AAA,53,33,13,86,14,2,16,0.1860465116279069,0.875,0.1627906976744186,0,-3
501886,Derrick Loop,2019,AAA,42,18,32,60,4,1,5,0.0833333333333333,0.8,0.0666666666666666,0,-3
502004,George Kontos,2019,AAA,37,20,24,57,9,0,9,0.1578947368421052,1.0,0.1578947368421052,0,-3
502083,Zach McAllister,2019,AAA,9,3,6,12,1,1,2,0.1666666666666666,0.5,0.0833333333333333,0,-3
502103,Mike Antonini,2019,AAA,17,7,16,24,0,0,0,0.0,,0.0,0,-3
502130,Dan Runzler,2019,AAA,27,9,14,36,0,0,0,0.0,,0.0,0,-3
502179,Paolo Espino,2019,AAA,47,18,17,65,1,1,2,0.0307692307692307,0.5,0.0153846153846153,0,-3
502212,Austin Bibens-Dirkx,2019,AAA,21,14,8,35,2,1,3,0.0857142857142857,0.6666666666666666,0.0571428571428571,0,-3
502253,Alex Sanabia,2019,AAA,78,52,22,130,10,1,11,0.0846153846153846,0.9090909090909092,0.0769230769230769,0,-3
502304,David Carpenter,2019,AAA,21,7,20,28,3,0,3,0.1071428571428571,1.0,0.1071428571428571,0,-3
502327,Héctor Santiago,2019,AAA,56,24,15,80,9,2,11,0.1375,0.8181818181818182,0.1125,0,-3
502371,Fabian Williamson,2019,AAA,34,19,30,53,0,0,0,0.0,,0.0,0,-3
502462,Ryan Kelly,2019,AAA,20,7,13,27,1,0,1,0.037037037037037,1.0,0.037037037037037,0,-3
502515,Raul Barron,2019,AAA,28,19,30,47,5,1,6,0.1276595744680851,0.8333333333333334,0.1063829787234042,0,-3
502593,Jake Petricka,2019,AAA,25,21,19,46,2,0,2,0.0434782608695652,1.0,0.0434782608695652,0,-3
502695,Ryan Kussmaul,2019,AAA,19,12,6,31,0,0,0,0.0,,0.0,0,-3
503085,Francisco Gil,2019,AAA,11,12,11,23,0,0,0,0.0,,0.0,0,-3
506693,Henderson Alvarez III,2019,AAA,58,28,24,86,3,4,7,0.0813953488372093,0.4285714285714285,0.0348837209302325,0,-3
510552,Ozzie Mendez,2019,AAA,28,10,27,38,4,1,5,0.131578947368421,0.8,0.1052631578947368,0,-3
510554,Andres Ivan Meza,2019,AAA,75,38,20,113,11,1,12,0.1061946902654867,0.9166666666666666,0.0973451327433628,0,-3
511648,Antonio Garzon,2019,AAA,8,2,9,10,0,0,0,0.0,,0.0,0,-3
513569,Benjamin Sandoval,2019,AAA,32,18,22,50,4,2,6,0.12,0.6666666666666666,0.08,0,-3
514390,Marco Tovar,2019,AAA,55,26,17,81,4,2,6,0.074074074074074,0.6666666666666666,0.0493827160493827,0,-3
514668,Alfonso Sanchez,2019,AAA,35,23,21,58,2,0,2,0.0344827586206896,1.0,0.0344827586206896,0,-3
514669,Rafael Martín,2019,AAA,36,24,31,60,5,1,6,0.1,0.8333333333333334,0.0833333333333333,0,-3
514720,Marco Antonio Duarte,2019,AAA,45,27,19,72,6,2,8,0.1111111111111111,0.75,0.0833333333333333,0,-3
514919,Jesus Pirela,2019,AAA,38,12,33,50,1,1,2,0.04,0.5,0.02,0,-3
514923,Omar Bencomo,2019,AAA,56,19,14,75,5,3,8,0.1066666666666666,0.625,0.0666666666666666,0,-3
514981,Diego Moreno,2019,AAA,27,10,5,37,5,0,5,0.1351351351351351,1.0,0.1351351351351351,0,-3
515052,Mayckol Guaipe,2019,AAA,23,11,12,34,2,0,2,0.0588235294117647,1.0,0.0588235294117647,0,-3
515808,Gabriel Garcia,2019,AAA,42,17,11,59,2,0,2,0.0338983050847457,1.0,0.0338983050847457,0,-3
516414,Ariel Peña,2019,AAA,14,11,6,25,1,0,1,0.04,1.0,0.04,0,-3
516589,André Rienzo,2019,AAA,18,17,6,35,5,0,5,0.1428571428571428,1.0,0.1428571428571428,0,-3
516685,Nelson Gonzalez,2019,AAA,35,17,16,52,2,0,2,0.0384615384615384,1.0,0.0384615384615384,0,-3
516769,Jenrry Mejia,2019,AAA,33,21,27,54,7,1,8,0.1481481481481481,0.875,0.1296296296296296,0,-3
516910,Carlos Frías,2019,AAA,26,16,10,42,1,0,1,0.0238095238095238,1.0,0.0238095238095238,0,-3
516937,Charle Rosario,2019,AAA,14,7,3,21,2,1,3,0.1428571428571428,0.6666666666666666,0.0952380952380952,0,-3
517059,Jose De Paula,2019,AAA,72,33,18,105,3,4,7,0.0666666666666666,0.4285714285714285,0.0285714285714285,0,-3
517062,Juan Pablo Oramas,2019,AAA,78,47,23,125,13,3,16,0.128,0.8125,0.104,0,-3
517414,Randall Delgado,2019,AAA,37,16,10,53,3,3,6,0.1132075471698113,0.5,0.0566037735849056,0,-3
517448,Wilfredo Boscan,2019,AAA,64,32,20,96,3,0,3,0.03125,1.0,0.03125,0,-3
517629,Kelvin Marte,2019,AAA,77,31,14,108,0,3,3,0.0277777777777777,0.0,0.0,0,-3
518432,Travis Banwart,2019,AAA,39,13,9,52,1,2,3,0.0576923076923076,0.3333333333333333,0.0192307692307692,0,-3
518435,Manny Barreda,2019,AAA,72,31,23,103,6,4,10,0.0970873786407767,0.6,0.058252427184466,0,-3
518468,Michael Blazek,2019,AAA,29,16,20,45,0,0,0,0.0,,0.0,0,-3
518566,Taylor Cole,2019,AAA,8,9,10,17,1,1,2,0.1176470588235294,0.5,0.0588235294117647,0,-3
518603,Justin De Fratus,2019,AAA,30,16,10,46,2,1,3,0.0652173913043478,0.6666666666666666,0.0434782608695652,0,-3
518693,Sam Freeman,2019,AAA,59,34,30,93,2,0,2,0.021505376344086,1.0,0.021505376344086,0,-3
518748,Justin Grimm,2019,AAA,49,30,43,79,10,0,10,0.1265822784810126,1.0,0.1265822784810126,0,-3
518774,Matt Harvey,2019,AAA,10,12,6,22,2,1,3,0.1363636363636363,0.6666666666666666,0.0909090909090909,0,-3
518927,Tommy Layne,2019,AAA,29,13,20,42,2,0,2,0.0476190476190476,1.0,0.0476190476190476,0,-3
518961,Josh Lueke,2019,AAA,31,19,29,50,1,0,1,0.02,1.0,0.02,0,-3
519076,Jimmy Nelson,2019,AAA,28,11,12,39,6,1,7,0.1794871794871795,0.8571428571428571,0.1538461538461538,0,-3
519166,Neil Ramírez,2019,AAA,9,11,12,20,3,0,3,0.15,1.0,0.15,0,-3
519240,Marc Rzepczynski,2019,AAA,41,18,34,59,0,1,1,0.0169491525423728,0.0,0.0,0,-3
519246,Andres Santiago,2019,AAA,30,12,10,42,1,1,2,0.0476190476190476,0.5,0.0238095238095238,0,-3
519294,Josh Smoker,2019,AAA,12,7,10,19,2,0,2,0.1052631578947368,1.0,0.1052631578947368,0,-3
519296,Forrest Snow,2019,AAA,19,12,6,31,1,0,1,0.032258064516129,1.0,0.032258064516129,0,-3
519301,Sammy Solís,2019,AAA,11,9,11,20,0,0,0,0.0,,0.0,0,-3
519381,Pat Venditte,2019,AAA,21,17,18,38,2,1,3,0.0789473684210526,0.6666666666666666,0.0526315789473684,0,-3
521055,Maikel Cleto,2019,AAA,35,16,28,51,5,0,5,0.0980392156862745,1.0,0.0980392156862745,0,-3
523848,José Domínguez,2019,AAA,29,26,32,55,1,0,1,0.0181818181818181,1.0,0.0181818181818181,0,-3
523989,Rubby De La Rosa,2019,AAA,12,3,9,15,0,1,1,0.0666666666666666,0.0,0.0,0,-3
524788,Antonio Guzman,2019,AAA,42,17,25,59,1,0,1,0.0169491525423728,1.0,0.0169491525423728,0,-3
525734,Gabriel Arias,2019,AAA,48,20,16,68,0,2,2,0.0294117647058823,0.0,0.0,0,-3
525768,Tim Collins,2019,AAA,15,8,13,23,1,1,2,0.0869565217391304,0.5,0.0434782608695652,0,-3
531565,Miguel Mejia,2019,AAA,25,17,16,42,1,0,1,0.0238095238095238,1.0,0.0238095238095238,0,-3
532936,Mario Sanchez,2019,AAA,15,9,4,24,0,0,0,0.0,,0.0,0,-3
534737,Pat Dean,2019,AAA,69,29,18,98,3,0,3,0.0306122448979591,1.0,0.0306122448979591,0,-3
534812,Kevin Quackenbush,2019,AAA,35,19,30,54,5,0,5,0.0925925925925925,1.0,0.0925925925925925,0,-3
534947,Tim Adleman,2019,AAA,55,28,16,83,6,1,7,0.0843373493975903,0.8571428571428571,0.072289156626506,0,-3
540988,Demetrio Gutierrez,2019,AAA,36,20,29,56,2,0,2,0.0357142857142857,1.0,0.0357142857142857,0,-3
541640,Erasmo Ramírez,2019,AAA,72,40,25,112,2,0,2,0.0178571428571428,1.0,0.0178571428571428,0,-3
542098,Luis De La O,2019,AAA,26,24,27,50,3,0,3,0.06,1.0,0.06,0,-3
542278,Fredy Quintero,2019,AAA,39,22,29,61,5,0,5,0.081967213114754,1.0,0.081967213114754,0,-3
542279,Javier Solano,2019,AAA,80,44,24,124,8,6,14,0.1129032258064516,0.5714285714285714,0.064516129032258,0,-3
542289,Daniel Corcino,2019,AAA,71,29,24,100,2,2,4,0.04,0.5,0.02,0,-3
542360,Porfirio Lopez,2019,AAA,7,4,2,11,0,0,0,0.0,,0.0,0,-3
542413,Felipe Gonzalez,2019,AAA,36,22,35,58,7,0,7,0.1206896551724138,1.0,0.1206896551724138,0,-3
542585,José Cisnero,2019,AAA,22,13,16,35,6,0,6,0.1714285714285714,1.0,0.1714285714285714,0,-3
542609,Enrique Burgos,2019,AAA,6,4,8,10,1,1,2,0.2,0.5,0.1,0,-3
542669,Roman Mendez,2019,AAA,39,22,36,61,1,2,3,0.0491803278688524,0.3333333333333333,0.0163934426229508,0,-3
542674,Gonzalez Germen,2019,AAA,15,8,11,23,1,0,1,0.0434782608695652,1.0,0.0434782608695652,0,-3
542857,Fernando Perez-Abreu,2019,AAA,8,3,5,11,0,0,0,0.0,,0.0,0,-3
542866,Austin Adams,2019,AAA,24,15,21,39,1,1,2,0.0512820512820512,0.5,0.0256410256410256,0,-3
542914,Anthony Bass,2019,AAA,7,6,8,13,0,0,0,0.0,,0.0,0,-3
542946,Jeremy Bleich,2019,AAA,37,22,16,59,8,0,8,0.135593220338983,1.0,0.135593220338983,0,-3
542953,Buddy Boshers,2019,AAA,23,12,16,35,1,0,1,0.0285714285714285,1.0,0.0285714285714285,0,-3
543001,Ryan Carpenter,2019,AAA,45,19,14,64,5,1,6,0.09375,0.8333333333333334,0.078125,0,-3
543017,Hunter Cervenka,2019,AAA,41,16,27,57,6,1,7,0.1228070175438596,0.8571428571428571,0.1052631578947368,0,-3
543031,Tyler Cloyd,2019,AAA,50,28,14,78,1,0,1,0.0128205128205128,1.0,0.0128205128205128,0,-3
543056,Danny Coulombe,2019,AAA,23,14,23,37,3,0,3,0.081081081081081,1.0,0.081081081081081,0,-3
543118,Oliver Drake,2019,AAA,14,6,11,20,1,2,3,0.15,0.3333333333333333,0.05,0,-3
543141,Bryan Evans,2019,AAA,23,15,7,38,4,0,4,0.1052631578947368,1.0,0.1052631578947368,0,-3
543169,Brian Flynn,2019,AAA,27,12,10,39,2,0,2,0.0512820512820512,1.0,0.0512820512820512,0,-3
543193,Drew Gagnon,2019,AAA,48,17,14,65,2,0,2,0.0307692307692307,1.0,0.0307692307692307,0,-3
543195,Eddie Gamboa,2019,AAA,8,4,5,12,0,0,0,0.0,,0.0,0,-3
543219,Sean Gilmartin,2019,AAA,31,18,23,49,2,3,5,0.1020408163265306,0.4,0.0408163265306122,0,-3
543258,Preston Guilmet,2019,AAA,27,33,29,60,11,0,11,0.1833333333333333,1.0,0.1833333333333333,0,-3
543261,Jason Gurka,2019,AAA,17,8,13,25,0,0,0,0.0,,0.0,0,-3
543266,Bradin Hagens,2019,AAA,53,26,21,79,3,0,3,0.0379746835443038,1.0,0.0379746835443038,0,-3
543328,David Holman,2019,AAA,41,30,14,71,5,0,5,0.0704225352112676,1.0,0.0704225352112676,0,-3
543331,J.J. Hoover,2019,AAA,72,32,27,104,1,1,2,0.0192307692307692,0.5,0.0096153846153846,0,-3
543343,Danny Hultzen,2019,AAA,6,4,8,10,3,0,3,0.3,1.0,0.3,0,-3
543351,Jay Jackson,2019,AAA,17,23,18,40,7,0,7,0.175,1.0,0.175,0,-3
543456,Kyle Lobstein,2019,AAA,46,24,33,70,2,0,2,0.0285714285714285,1.0,0.0285714285714285,0,-3
543496,Jarret Martin,2019,AAA,8,12,4,20,0,0,0,0.0,,0.0,0,-3
543532,Tim Melville,2019,AAA,72,24,18,96,3,1,4,0.0416666666666666,0.75,0.03125,0,-3
543548,Tommy Milone,2019,AAA,27,12,9,39,4,1,5,0.1282051282051282,0.8,0.1025641025641025,0,-3
543594,Sean Nolin,2019,AAA,43,18,14,61,4,2,6,0.0983606557377049,0.6666666666666666,0.0655737704918032,0,-3
543677,Matt Ramsey,2019,AAA,24,8,20,32,2,1,3,0.09375,0.6666666666666666,0.0625,0,-3
543698,Donn Roach,2019,AAA,79,47,18,126,0,1,1,0.0079365079365079,0.0,0.0,0,-3
543734,Chris Rusin,2019,AAA,65,29,18,94,6,0,6,0.0638297872340425,1.0,0.0638297872340425,0,-3
543776,JB Shuck,2019,AAA,14,8,11,22,2,0,2,0.0909090909090909,1.0,0.0909090909090909,0,-3
543859,Michael Tonkin,2019,AAA,20,8,14,28,2,1,3,0.1071428571428571,0.6666666666666666,0.0714285714285714,0,-3
543901,Ryan Weber,2019,AAA,67,35,16,102,10,0,10,0.0980392156862745,1.0,0.0980392156862745,0,-3
543935,Alex Wilson,2019,AAA,31,16,27,47,2,1,3,0.0638297872340425,0.6666666666666666,0.0425531914893617,0,-3
543942,Rob Wooten,2019,AAA,6,4,3,10,2,0,2,0.2,1.0,0.2,0,-3
544928,Tyler Lyons,2019,AAA,29,17,26,46,4,2,6,0.1304347826086956,0.6666666666666666,0.0869565217391304,0,-3
545064,Jairo Díaz,2019,AAA,11,7,11,18,0,0,0,0.0,,0.0,0,-3
545343,Louis Head,2019,AAA,10,8,7,18,1,1,2,0.1111111111111111,0.5,0.0555555555555555,0,-3
545346,Zach Lee,2019,AAA,75,22,16,97,1,0,1,0.0103092783505154,1.0,0.0103092783505154,0,-3
