pitcher_id,pitcher_name,season,level_key,league_name,total_opps,sb,cs,attempts,games,attempt_rate,success_rate,sb_rate
670436,Mike Ellenbest,2019,aa,Eastern League,5,0,0,0,3,0.0,,0.0
670436,Mike Ellenbest,2019,highA,Florida State League,61,4,3,7,22,0.11475409836065574,0.5714285714285714,0.06557377049180328
670436,Mike Ellenbest,2021,aa,Double-A Northeast,40,4,1,5,25,0.125,0.8,0.1
670442,Austin Moore,2019,highA,California League,92,1,2,3,48,0.03260869565217391,0.3333333333333333,0.010869565217391304
670443,Jack Anderson,2019,aa,Texas League,64,7,2,9,41,0.140625,0.7777777777777778,0.109375
670443,Jack Anderson,2021,aa,Double-A Central,74,6,2,8,36,0.10810810810810811,0.75,0.08108108108108109
670456,JD Hammer,2019,aa,Eastern League,18,0,1,1,13,0.05555555555555555,0.0,0.0
670547,Miguel Medrano,2021,singleA,Low-A Southeast,59,5,0,5,16,0.0847457627118644,1.0,0.0847457627118644
670550,Nivaldo Rodriguez,2019,highA,Carolina League,61,5,1,6,18,0.09836065573770492,0.8333333333333334,0.08196721311475409
670552,Bryan Valdez,2019,aa,Southern League,46,3,0,3,10,0.06521739130434782,1.0,0.06521739130434782
670552,Bryan Valdez,2019,highA,California League,41,0,0,0,11,0.0,,0.0
670552,Bryan Valdez,2021,aa,Double-A Central,2,0,0,0,2,0.0,,0.0
670579,Aaron Fossas,2019,aa,Southern League,45,8,0,8,28,0.17777777777777778,1.0,0.17777777777777778
670579,Aaron Fossas,2019,highA,Florida State League,56,4,2,6,8,0.10714285714285714,0.6666666666666666,0.07142857142857142
670625,Steven Moyers,2019,highA,California League,70,9,3,12,9,0.17142857142857143,0.75,0.12857142857142856
670625,Steven Moyers,2021,aa,Double-A Central,42,5,1,6,21,0.14285714285714285,0.8333333333333334,0.11904761904761904
670651,Anthony Shew,2019,aa,Texas League,26,2,1,3,5,0.11538461538461539,0.6666666666666666,0.07692307692307693
670705,Garrett Kelly,2019,highA,Carolina League,25,3,0,3,19,0.12,1.0,0.12
670705,Garrett Kelly,2021,aa,Double-A South,34,2,0,2,22,0.058823529411764705,1.0,0.058823529411764705
670722,William Ouellette,2019,aa,Eastern League,44,2,1,3,20,0.06818181818181818,0.6666666666666666,0.045454545454545456
670722,William Ouellette,2019,highA,Florida State League,7,0,0,0,9,0.0,,0.0
670766,Darren McCaughan,2019,aa,Texas League,72,4,2,6,17,0.08333333333333333,0.6666666666666666,0.05555555555555555
670766,Darren McCaughan,2021,aa,Double-A Central,6,1,1,2,1,0.3333333333333333,0.5,0.16666666666666666
670810,Logan Gillaspie,2021,aa,Double-A Northeast,28,0,0,0,15,0.0,,0.0
670815,James Acuna,2021,singleA,Low-A East,62,20,0,20,31,0.3225806451612903,1.0,0.3225806451612903
670841,Jayson McKinley,2019,aa,Southern League,7,2,0,2,5,0.2857142857142857,1.0,0.2857142857142857
670841,Jayson McKinley,2019,highA,California League,32,5,0,5,23,0.15625,1.0,0.15625
670866,Ryan Atkinson,2019,aa,Southern League,29,4,1,5,20,0.1724137931034483,0.8,0.13793103448275862
670871,Guillo Zuñiga,2019,highA,California League,16,3,0,3,12,0.1875,1.0,0.1875
670871,Guillo Zuñiga,2021,aa,Double-A Central,30,3,1,4,25,0.13333333333333333,0.75,0.1
670873,Lisandro Santos,2021,singleA,Low-A East,53,15,3,18,29,0.33962264150943394,0.8333333333333334,0.2830188679245283
670877,Braulio Vasquez,2021,singleA,Low-A East,0,0,0,0,1,,,
670905,Wellington Diaz,2019,highA,Florida State League,7,0,0,0,2,0.0,,0.0
670905,Wellington Diaz,2021,singleA,Low-A Southeast,46,1,1,2,27,0.043478260869565216,0.5,0.021739130434782608
670908,Rafael Kelly,2019,highA,California League,27,2,0,2,6,0.07407407407407407,1.0,0.07407407407407407
670912,Johan Oviedo,2019,aa,Texas League,134,14,5,19,23,0.1417910447761194,0.7368421052631579,0.1044776119402985
670912,Johan Oviedo,2019,highA,Florida State League,29,3,1,4,6,0.13793103448275862,0.75,0.10344827586206896
670921,Enmanuel Solano,2019,highA,Florida State League,0,0,0,0,1,,,
670921,Enmanuel Solano,2021,singleA,Low-A Southeast,10,2,1,3,4,0.3,0.6666666666666666,0.2
670946,Matt Pobereyko,2021,aa,Double-A South,9,2,1,3,12,0.3333333333333333,0.6666666666666666,0.2222222222222222
670955,Edwin Uceta,2019,aa,Texas League,68,6,1,7,16,0.10294117647058823,0.8571428571428571,0.08823529411764706
670955,Edwin Uceta,2019,highA,California League,47,7,0,7,10,0.14893617021276595,1.0,0.14893617021276595
670970,Adrian Morejon,2019,aa,Texas League,31,3,1,4,16,0.12903225806451613,0.75,0.0967741935483871
670986,Jose Bravo,2019,aa,Texas League,2,2,0,2,1,1.0,1.0,1.0
670986,Jose Bravo,2019,highA,Carolina League,3,0,0,0,4,0.0,,0.0
670986,Jose Bravo,2021,aa,Double-A Central,12,0,0,0,5,0.0,,0.0
670990,Yohan Ramírez,2019,aa,Texas League,75,2,1,3,17,0.04,0.6666666666666666,0.02666666666666667
670990,Yohan Ramírez,2019,highA,Carolina League,42,4,0,4,10,0.09523809523809523,1.0,0.09523809523809523
671066,Parker Curry,2019,aa,Texas League,75,2,1,3,24,0.04,0.6666666666666666,0.02666666666666667
671082,Ashton McGee,2021,singleA,Low-A East,7,0,0,0,4,0.0,,0.0
671096,Andrew Abbott,2021,singleA,Low-A Southeast,10,0,0,0,4,0.0,,0.0
671106,Logan Allen,2021,aa,Double-A Northeast,29,7,1,8,12,0.27586206896551724,0.875,0.2413793103448276
671109,Jake Eder,2021,aa,Double-A South,59,11,2,13,15,0.22033898305084745,0.8461538461538461,0.1864406779661017
671111,Sammy Peralta,2021,singleA,Low-A East,40,2,0,2,19,0.05,1.0,0.05
671131,Jackson Rutledge,2021,singleA,Low-A East,28,1,1,2,7,0.07142857142857142,0.5,0.03571428571428571
671132,Caden Lemons,2021,singleA,Low-A East,20,2,0,2,4,0.1,1.0,0.1
671142,Jaime Arias,2021,singleA,Low-A East,60,5,2,7,23,0.11666666666666667,0.7142857142857143,0.08333333333333333
671162,Connor Thomas,2021,aa,Double-A Central,20,2,3,5,4,0.25,0.4,0.1
671212,Joe Boyle,2021,singleA,Low-A Southeast,11,0,0,0,4,0.0,,0.0
671223,Freylin Garcia,2021,singleA,Low-A East,38,5,0,5,15,0.13157894736842105,1.0,0.13157894736842105
671231,Jonathan Lopez,2021,singleA,Low-A East,4,0,0,0,1,0.0,,0.0
671345,Jason Foley,2019,highA,Florida State League,65,4,0,4,36,0.06153846153846154,1.0,0.06153846153846154
671358,Juan Manuel Abril,2021,singleA,Low-A Southeast,40,1,0,1,16,0.025,1.0,0.025
671737,Taj Bradley,2021,singleA,Low-A East,49,1,1,2,15,0.04081632653061224,0.5,0.02040816326530612
671781,Christian Mejias,2021,singleA,Low-A East,18,1,0,1,4,0.05555555555555555,1.0,0.05555555555555555
671790,Ronald Bolaños,2019,aa,Texas League,78,5,0,5,15,0.0641025641025641,1.0,0.0641025641025641
671790,Ronald Bolaños,2019,highA,California League,53,4,4,8,10,0.1509433962264151,0.5,0.07547169811320754
671790,Ronald Bolaños,2021,aa,Double-A Central,8,0,0,0,3,0.0,,0.0
671922,Cade Smith,2021,singleA,Low-A East,39,3,1,4,30,0.10256410256410256,0.75,0.07692307692307693
671936,Adam Macko,2021,singleA,Low-A West,35,2,0,2,9,0.05714285714285714,1.0,0.05714285714285714
671987,Logan Hofmann,2021,singleA,Low-A Southeast,66,6,2,8,22,0.12121212121212122,0.75,0.09090909090909091
672246,Alejandro Mejia,2019,highA,California League,8,1,0,1,2,0.125,1.0,0.125
672277,Sam Carlson,2021,singleA,Low-A West,143,17,3,20,19,0.13986013986013987,0.85,0.11888111888111888
672282,Reid Detmers,2021,aa,Double-A South,38,4,2,6,12,0.15789473684210525,0.6666666666666666,0.10526315789473684
672335,Cionel Pérez,2019,highA,Carolina League,2,0,0,0,1,0.0,,0.0
672353,Michell Miliano,2021,singleA,Low-A West,31,3,0,3,18,0.0967741935483871,1.0,0.0967741935483871
672374,Franklin Dacosta,2021,singleA,Low-A East,41,1,1,2,9,0.04878048780487805,0.5,0.024390243902439025
672382,Luis Moreno,2021,singleA,Low-A West,20,1,1,2,6,0.1,0.5,0.05
672385,Gabe Morales,2021,singleA,Low-A West,65,6,1,7,22,0.1076923076923077,0.8571428571428571,0.09230769230769231
672391,Kaleb Ort,2019,aa,Eastern League,9,2,0,2,9,0.2222222222222222,1.0,0.2222222222222222
672405,Leonardo Taveras,2019,highA,Florida State League,22,3,1,4,6,0.18181818181818182,0.75,0.13636363636363635
672412,Anton Kuznetsov,2021,singleA,Low-A Southeast,12,4,1,5,5,0.4166666666666667,0.8,0.3333333333333333
672418,Roy Garcia,2021,singleA,Low-A Southeast,16,1,0,1,6,0.0625,1.0,0.0625
672432,Jol Concepcion,2021,singleA,Low-A Southeast,79,3,1,4,17,0.05063291139240506,0.75,0.0379746835443038
672435,Juan Mejia,2021,aa,Double-A Central,1,0,0,0,1,0.0,,0.0
672460,Daniel Ozoria,2021,singleA,Low-A Southeast,2,0,0,0,1,0.0,,0.0
672529,Yefri Del Rosario,2021,aa,Double-A Central,88,10,2,12,26,0.13636363636363635,0.8333333333333334,0.11363636363636363
672539,Elixon Caballero,2021,singleA,Low-A Southeast,36,3,0,3,25,0.08333333333333333,1.0,0.08333333333333333
672550,Danis Correa,2021,singleA,Low-A East,16,3,0,3,18,0.1875,1.0,0.1875
672551,Didier Vargas,2021,singleA,Low-A East,74,11,1,12,18,0.16216216216216217,0.9166666666666666,0.14864864864864866
672552,Jack O'Loughlin,2021,singleA,Low-A Southeast,28,3,1,4,8,0.14285714285714285,0.75,0.10714285714285714
672553,Ignacio Feliz,2021,singleA,Low-A East,34,4,1,5,12,0.14705882352941177,0.8,0.11764705882352941
672556,Joseph Salazar,2021,singleA,Low-A Southeast,78,3,1,4,18,0.05128205128205128,0.75,0.038461538461538464
672558,Cleiverth Perez,2021,singleA,Low-A Southeast,5,1,0,1,2,0.2,1.0,0.2
672569,Gustavo Campero,2021,singleA,Low-A West,5,0,0,0,1,0.0,,0.0
672570,Nathanael Perez Lopez,2021,singleA,Low-A Southeast,67,6,2,8,17,0.11940298507462686,0.75,0.08955223880597014
672576,Edgar Made,2021,singleA,Low-A Southeast,1,0,0,0,1,0.0,,0.0
672582,Angel Zerpa,2021,aa,Double-A Central,51,1,1,2,13,0.0392156862745098,0.5,0.0196078431372549
672611,Delvin Capellan,2021,singleA,Low-A East,32,2,3,5,9,0.15625,0.4,0.0625
672614,Naswell Paulino,2021,singleA,Low-A Southeast,93,14,1,15,23,0.16129032258064516,0.9333333333333333,0.15053763440860216
672629,Gerardo Carrillo,2019,highA,California League,126,10,1,11,23,0.0873015873015873,0.9090909090909091,0.07936507936507936
672629,Gerardo Carrillo,2021,aa,Double-A Central,63,5,1,6,15,0.09523809523809523,0.8333333333333334,0.07936507936507936
672629,Gerardo Carrillo,2021,aa,Double-A Northeast,47,4,0,4,8,0.0851063829787234,1.0,0.0851063829787234
672647,Elieser Medrano,2021,singleA,Low-A Southeast,7,3,0,3,2,0.42857142857142855,1.0,0.42857142857142855
672648,Roither Hernandez,2021,singleA,Low-A Southeast,23,1,0,1,13,0.043478260869565216,1.0,0.043478260869565216
672651,Rodolfo Sanchez,2021,singleA,Low-A Southeast,49,3,0,3,18,0.061224489795918366,1.0,0.061224489795918366
672662,Joan Valdez,2021,singleA,Low-A West,26,3,1,4,17,0.15384615384615385,0.75,0.11538461538461539
672666,Adolfo Ramirez,2021,singleA,Low-A West,34,2,1,3,11,0.08823529411764706,0.6666666666666666,0.058823529411764705
672671,Geremy Galindez,2021,singleA,Low-A Southeast,12,1,0,1,3,0.08333333333333333,1.0,0.08333333333333333
672693,Martin Carrasco,2021,singleA,Low-A East,89,6,3,9,26,0.10112359550561797,0.6666666666666666,0.06741573033707865
672696,Francisco Acuna,2021,singleA,Low-A Southeast,3,0,0,0,1,0.0,,0.0
672710,Roansy Contreras,2021,aa,Double-A Northeast,37,7,1,8,12,0.21621621621621623,0.875,0.1891891891891892
672712,Luis Palacios,2021,singleA,Low-A Southeast,42,5,1,6,12,0.14285714285714285,0.8333333333333334,0.11904761904761904
672715,Luis Patiño,2019,aa,Texas League,8,1,0,1,2,0.125,1.0,0.125
672715,Luis Patiño,2019,highA,California League,67,7,1,8,18,0.11940298507462686,0.875,0.1044776119402985
672735,Sean Mendoza,2021,singleA,Low-A East,0,0,0,0,1,,,
672755,Aldry Acosta,2021,singleA,Low-A West,46,3,0,3,23,0.06521739130434782,1.0,0.06521739130434782
672765,Santiago Florez,2021,singleA,Low-A Southeast,31,3,0,3,10,0.0967741935483871,1.0,0.0967741935483871
672773,Elvis Luciano,2021,aa,Double-A Northeast,33,1,2,3,12,0.09090909090909091,0.3333333333333333,0.030303030303030304
672774,Ronny Garcia,2021,singleA,Low-A East,19,2,1,3,7,0.15789473684210525,0.6666666666666666,0.10526315789473684
672782,Yoendrys Gómez,2021,singleA,Low-A Southeast,13,2,0,2,9,0.15384615384615385,1.0,0.15384615384615385
672785,Diego Cordero,2019,highA,Florida State League,0,0,0,0,1,,,
672795,Samuel Reyes,2019,highA,Florida State League,47,6,0,6,25,0.1276595744680851,1.0,0.1276595744680851
672795,Samuel Reyes,2021,aa,Double-A South,13,0,0,0,9,0.0,,0.0
672836,Angel Macuare,2021,aa,Double-A Central,25,1,0,1,6,0.04,1.0,0.04
672836,Angel Macuare,2021,singleA,Low-A East,9,0,0,0,4,0.0,,0.0
672839,Francisco Morales,2021,aa,Double-A Northeast,100,13,0,13,22,0.13,1.0,0.13
672848,Noe Toribio,2021,aa,Double-A Northeast,51,6,1,7,14,0.13725490196078433,0.8571428571428571,0.11764705882352941
672851,Joan Adon,2021,aa,Double-A Northeast,17,4,0,4,3,0.23529411764705882,1.0,0.23529411764705882
672859,Edward Cuello,2021,aa,Double-A Central,19,0,0,0,6,0.0,,0.0
672860,Prelander Berroa,2021,singleA,Low-A West,85,4,7,11,24,0.12941176470588237,0.36363636363636365,0.047058823529411764
672866,Jose E. Martinez,2019,highA,California League,25,3,1,4,5,0.16,0.75,0.12
672866,Jose E. Martinez,2021,aa,Double-A Central,53,6,0,6,9,0.11320754716981132,1.0,0.11320754716981132
672870,Osiris German,2021,singleA,Low-A Southeast,32,1,2,3,18,0.09375,0.3333333333333333,0.03125
672882,Ismael Alcantara,2021,singleA,Low-A West,0,0,0,0,3,,,
672911,Jesus Cruz,2019,aa,Texas League,2,0,0,0,2,0.0,,0.0
673005,Ramon Pineda,2021,singleA,Low-A Southeast,9,1,0,1,5,0.1111111111111111,1.0,0.1111111111111111
673061,Matt Beattie,2021,singleA,Low-A Southeast,23,2,0,2,12,0.08695652173913043,1.0,0.08695652173913043
673111,José Lopez,2021,singleA,Low-A East,77,3,0,3,22,0.03896103896103896,1.0,0.03896103896103896
673164,Leonardo Rodriguez,2021,singleA,Low-A East,77,13,0,13,29,0.16883116883116883,1.0,0.16883116883116883
673206,Eliezer Rodriguez,2021,singleA,Low-A Southeast,4,0,0,0,3,0.0,,0.0
673249,Christofer Dominguez,2021,singleA,Low-A Southeast,5,2,0,2,1,0.4,1.0,0.4
673257,Victor Santos,2021,aa,Double-A Northeast,42,4,1,5,14,0.11904761904761904,0.8,0.09523809523809523
673258,Michel Baez,2019,aa,Texas League,22,3,0,3,15,0.13636363636363635,1.0,0.13636363636363635
673267,Hector Soto,2019,highA,Florida State League,7,1,0,1,2,0.14285714285714285,1.0,0.14285714285714285
673267,Hector Soto,2021,singleA,Low-A Southeast,6,2,0,2,5,0.3333333333333333,1.0,0.3333333333333333
673309,Jose Garcia,2021,singleA,Low-A West,74,6,1,7,27,0.0945945945945946,0.8571428571428571,0.08108108108108109
673314,Rafael Monsion,2021,singleA,Low-A Southeast,19,0,0,0,13,0.0,,0.0
673316,Luke Barker,2019,aa,Southern League,22,2,2,4,23,0.18181818181818182,0.5,0.09090909090909091
673325,Ramon Perez,2021,singleA,Low-A West,40,1,0,1,15,0.025,1.0,0.025
673358,Pedro González,2021,singleA,Low-A East,22,5,1,6,6,0.2727272727272727,0.8333333333333334,0.22727272727272727
673360,West Tunnell,2019,aa,Southern League,13,1,1,2,14,0.15384615384615385,0.5,0.07692307692307693
673360,West Tunnell,2019,highA,California League,29,1,2,3,27,0.10344827586206896,0.3333333333333333,0.034482758620689655
673380,Dedniel Núñez,2019,highA,Florida State League,58,3,3,6,12,0.10344827586206896,0.5,0.05172413793103448
673388,Nelvin Correa,2021,singleA,Low-A Southeast,29,1,1,2,21,0.06896551724137931,0.5,0.034482758620689655
673389,Ismael Aquino,2021,singleA,Low-A East,23,3,0,3,10,0.13043478260869565,1.0,0.13043478260869565
673394,Gabriel Yanez,2021,singleA,Low-A Southeast,36,3,1,4,22,0.1111111111111111,0.75,0.08333333333333333
673395,Carlos Romero,2021,singleA,Low-A East,62,6,0,6,17,0.0967741935483871,1.0,0.0967741935483871
673448,Nelfri Contreras,2021,singleA,Low-A West,75,5,1,6,31,0.08,0.8333333333333334,0.06666666666666667
673659,Jose Moreno,2021,singleA,Low-A Southeast,110,14,7,21,23,0.19090909090909092,0.6666666666666666,0.12727272727272726
673663,Miguel Pena,2021,singleA,Low-A East,74,6,1,7,26,0.0945945945945946,0.8571428571428571,0.08108108108108109
673686,Hunter Haworth,2021,singleA,Low-A West,26,3,0,3,9,0.11538461538461539,1.0,0.11538461538461539
673747,Edgar Sanchez,2021,singleA,Low-A Southeast,10,0,0,0,3,0.0,,0.0
673820,Robinson Piña,2021,aa,Double-A South,24,6,3,9,4,0.375,0.6666666666666666,0.25
673820,Robinson Piña,2021,singleA,Low-A West,16,1,1,2,4,0.125,0.5,0.0625
673822,Marcos Tineo,2021,singleA,Low-A West,62,3,2,5,16,0.08064516129032258,0.6,0.04838709677419355
673858,Jake Wong,2019,highA,California League,75,5,1,6,15,0.08,0.8333333333333334,0.06666666666666667
673862,Ethan Evanko,2019,highA,Florida State League,37,4,2,6,10,0.16216216216216217,0.6666666666666666,0.10810810810810811
673862,Ethan Evanko,2021,aa,Double-A Northeast,1,0,0,0,2,0.0,,0.0
673872,Bobby Milacki,2021,singleA,Low-A Southeast,44,2,0,2,11,0.045454545454545456,1.0,0.045454545454545456
673884,Liu Fuenmayor,2021,singleA,Low-A West,39,2,1,3,24,0.07692307692307693,0.6666666666666666,0.05128205128205128
673904,Jake Walsh,2021,aa,Double-A Central,13,1,1,2,13,0.15384615384615385,0.5,0.07692307692307693
673912,J.T. Hintzen,2019,highA,Carolina League,51,2,2,4,42,0.0784313725490196,0.5,0.0392156862745098
673912,J.T. Hintzen,2021,aa,Double-A South,43,4,2,6,36,0.13953488372093023,0.6666666666666666,0.09302325581395349
673920,Sean Mellen,2021,singleA,Low-A Southeast,15,0,1,1,12,0.06666666666666667,0.0,0.0
673929,Jordan Leasure,2021,singleA,Low-A West,3,1,0,1,4,0.3333333333333333,1.0,0.3333333333333333
673933,David Lebron,2019,highA,Carolina League,96,3,1,4,22,0.041666666666666664,0.75,0.03125
673933,David Lebron,2021,aa,Double-A Northeast,56,8,1,9,22,0.16071428571428573,0.8888888888888888,0.14285714285714285
673965,Caleb Freeman,2021,aa,Double-A South,15,1,0,1,14,0.06666666666666667,1.0,0.06666666666666667
674003,Cody Bradford,2021,aa,Double-A Central,40,7,0,7,7,0.175,1.0,0.175
674007,Mason Cole,2021,singleA,Low-A East,32,3,1,4,15,0.125,0.75,0.09375
674022,Jason Ruffcorn,2021,singleA,Low-A Southeast,16,1,0,1,12,0.0625,1.0,0.0625
674029,Brhet Bewley,2021,aa,Double-A Central,3,0,0,0,1,0.0,,0.0
674042,Paul Richan,2019,highA,Carolina League,77,11,1,12,17,0.15584415584415584,0.9166666666666666,0.14285714285714285
674042,Paul Richan,2019,highA,Florida State League,28,0,1,1,5,0.03571428571428571,0.0,0.0
674042,Paul Richan,2021,aa,Double-A Northeast,20,0,1,1,8,0.05,0.0,0.0
674047,Travis Kuhn,2021,singleA,Low-A West,25,1,0,1,21,0.04,1.0,0.04
674056,Ben Keizer,2021,singleA,Low-A Southeast,48,4,0,4,9,0.08333333333333333,1.0,0.08333333333333333
674061,Will Tribucher,2021,singleA,Low-A West,17,2,0,2,11,0.11764705882352941,1.0,0.11764705882352941
674069,Oliver Jaskie,2019,aa,Texas League,4,0,0,0,1,0.0,,0.0
674072,Tommy Henry,2021,aa,Double-A Central,105,6,5,11,23,0.10476190476190476,0.5454545454545454,0.05714285714285714
674073,Jack Weisenburger,2021,aa,Double-A Central,46,5,1,6,28,0.13043478260869565,0.8333333333333334,0.10869565217391304
674175,Houston Roth,2021,singleA,Low-A East,75,9,1,10,23,0.13333333333333333,0.9,0.12
674178,Parker Caracci,2021,aa,Double-A Northeast,8,0,0,0,6,0.0,,0.0
674220,Adrian Alcantara,2021,singleA,Low-A East,101,8,1,9,24,0.0891089108910891,0.8888888888888888,0.07920792079207921
674221,Franklin De La Paz,2021,singleA,Low-A West,24,4,1,5,13,0.20833333333333334,0.8,0.16666666666666666
674245,Jhordany Mezquita,2021,aa,Double-A Northeast,5,0,1,1,1,0.2,0.0,0.0
674285,Eduardo Salazar,2021,aa,Double-A South,5,0,0,0,1,0.0,,0.0
674287,Frainger Aranguren,2021,singleA,Low-A Southeast,87,3,2,5,26,0.05747126436781609,0.6,0.034482758620689655
674289,Manuel Cachutt,2021,singleA,Low-A Southeast,77,4,1,5,22,0.06493506493506493,0.8,0.05194805194805195
674342,Jakob Hernandez,2019,aa,Eastern League,44,4,1,5,47,0.11363636363636363,0.8,0.09090909090909091
674342,Jakob Hernandez,2021,aa,Double-A Northeast,16,1,0,1,15,0.0625,1.0,0.0625
674370,Osvaldo Bido,2019,highA,Florida State League,22,1,2,3,5,0.13636363636363635,0.3333333333333333,0.045454545454545456
674370,Osvaldo Bido,2021,aa,Double-A Northeast,92,9,0,9,21,0.09782608695652174,1.0,0.09782608695652174
674372,Osvaldo Hernandez,2019,highA,California League,29,2,2,4,12,0.13793103448275862,0.5,0.06896551724137931
674372,Osvaldo Hernandez,2021,aa,Double-A Central,94,9,3,12,22,0.1276595744680851,0.75,0.09574468085106383
674375,Dayeison Arias,2019,highA,California League,4,0,0,0,5,0.0,,0.0
674375,Dayeison Arias,2021,aa,Double-A Central,15,0,0,0,16,0.0,,0.0
674379,Daritzon Feliz,2021,singleA,Low-A East,77,5,1,6,29,0.07792207792207792,0.8333333333333334,0.06493506493506493
674380,Jose Miguel Gonzalez,2021,singleA,Low-A East,84,9,2,11,23,0.13095238095238096,0.8181818181818182,0.10714285714285714
674381,Moises Lugo,2021,aa,Double-A Central,11,1,0,1,6,0.09090909090909091,1.0,0.09090909090909091
674384,Eduarniel Núñez,2021,singleA,Low-A East,6,1,0,1,7,0.16666666666666666,1.0,0.16666666666666666
674418,Jon Rosoff,2021,aa,Double-A Northeast,0,0,0,0,1,,,
674429,Cam Opp,2021,singleA,Low-A Southeast,9,0,0,0,3,0.0,,0.0
674444,Steven Cruz,2021,singleA,Low-A Southeast,56,10,0,10,26,0.17857142857142858,1.0,0.17857142857142858
674455,Yeury Gervacio,2021,singleA,Low-A East,16,0,1,1,9,0.0625,0.0,0.0
674457,Fabricio Reina,2021,singleA,Low-A East,77,8,0,8,17,0.1038961038961039,1.0,0.1038961038961039
674461,Manuel Santiago,2019,highA,Carolina League,4,0,0,0,1,0.0,,0.0
674468,Anderson Munoz,2021,singleA,Low-A Southeast,21,3,1,4,8,0.19047619047619047,0.75,0.14285714285714285
674555,Kelvin Nunez,2019,highA,California League,1,0,0,0,1,0.0,,0.0
674555,Kelvin Nunez,2021,singleA,Low-A West,76,5,2,7,25,0.09210526315789473,0.7142857142857143,0.06578947368421052
674666,Brett Bond,2019,highA,California League,4,0,0,0,2,0.0,,0.0
674681,Michael Plassmeyer,2019,highA,Florida State League,73,1,0,1,18,0.0136986301369863,1.0,0.0136986301369863
674681,Michael Plassmeyer,2021,aa,Double-A Northeast,71,5,1,6,16,0.08450704225352113,0.8333333333333334,0.07042253521126761
674681,Michael Plassmeyer,2021,aa,Double-A South,24,3,1,4,7,0.16666666666666666,0.75,0.125
674685,Cole Bartlett,2019,highA,California League,82,8,3,11,39,0.13414634146341464,0.7272727272727273,0.0975609756097561
674841,Andrew Alvarez,2021,singleA,Low-A East,3,1,0,1,5,0.3333333333333333,1.0,0.3333333333333333
674944,Sean Guenther,2019,highA,Florida State League,28,2,0,2,23,0.07142857142857142,1.0,0.07142857142857142
674944,Sean Guenther,2021,aa,Double-A South,10,0,0,0,11,0.0,,0.0
674987,Zach Kohn,2021,singleA,Low-A Southeast,18,0,0,0,9,0.0,,0.0
675195,Juan Mercedes,2019,highA,California League,1,0,0,0,2,0.0,,0.0
675195,Juan Mercedes,2021,singleA,Low-A West,53,8,1,9,34,0.16981132075471697,0.8888888888888888,0.1509433962264151
675525,Anderson Bido,2021,singleA,Low-A West,49,2,0,2,34,0.04081632653061224,1.0,0.04081632653061224
675527,Brayan De Paula,2021,singleA,Low-A East,27,1,0,1,8,0.037037037037037035,1.0,0.037037037037037035
675540,Xzavion Curry,2021,aa,Double-A Northeast,1,0,0,0,1,0.0,,0.0
675540,Xzavion Curry,2021,singleA,Low-A East,10,1,0,1,5,0.1,1.0,0.1
675556,Sal Biasi,2021,singleA,Low-A East,4,1,0,1,2,0.25,1.0,0.25
675564,Eric Mock,2021,aa,Double-A Northeast,13,0,0,0,5,0.0,,0.0
675564,Eric Mock,2021,singleA,Low-A East,7,0,0,0,4,0.0,,0.0
675627,Michael Grove,2019,highA,California League,60,8,2,10,21,0.16666666666666666,0.8,0.13333333333333333
675627,Michael Grove,2021,aa,Double-A Central,74,6,1,7,21,0.0945945945945946,0.8571428571428571,0.08108108108108109
675631,Sam Kessler,2021,singleA,Low-A Southeast,17,1,2,3,7,0.17647058823529413,0.3333333333333333,0.058823529411764705
675640,Braden Zarbnisky,2021,aa,Double-A Northeast,11,0,0,0,19,0.0,,0.0
675651,Steven Jennings,2021,aa,Double-A Northeast,35,2,0,2,13,0.05714285714285714,1.0,0.05714285714285714
675651,Steven Jennings,2021,singleA,Low-A Southeast,15,2,0,2,6,0.13333333333333333,1.0,0.13333333333333333
675652,Matt Tabor,2021,aa,Double-A Central,52,10,3,13,10,0.25,0.7692307692307693,0.19230769230769232
675653,James Marinan,2021,singleA,Low-A Southeast,61,4,2,6,13,0.09836065573770492,0.6666666666666666,0.06557377049180328
675655,Bryce Bonnin,2021,singleA,Low-A Southeast,20,1,0,1,7,0.05,1.0,0.05
675660,Shane Drohan,2021,singleA,Low-A East,93,8,1,9,23,0.0967741935483871,0.8888888888888888,0.08602150537634409
675841,Wilser Barrios,2019,highA,Florida State League,3,0,0,0,1,0.0,,0.0
675842,Emilker Guzman,2021,singleA,Low-A West,50,4,0,4,35,0.08,1.0,0.08
675848,Juan Mejia,2021,singleA,Low-A West,51,6,0,6,43,0.11764705882352941,1.0,0.11764705882352941
675911,Spencer Strider,2021,aa,Double-A South,52,4,0,4,14,0.07692307692307693,1.0,0.07692307692307693
675911,Spencer Strider,2021,singleA,Low-A East,7,0,0,0,4,0.0,,0.0
675912,Zac Lowther,2019,aa,Eastern League,121,6,7,13,26,0.10743801652892562,0.46153846153846156,0.049586776859504134
675912,Zac Lowther,2021,aa,Double-A Northeast,5,0,0,0,1,0.0,,0.0
675914,Tony Dibrell,2019,aa,Eastern League,56,9,2,11,9,0.19642857142857142,0.8181818181818182,0.16071428571428573
675914,Tony Dibrell,2019,highA,Florida State League,87,12,9,21,17,0.2413793103448276,0.5714285714285714,0.13793103448275862
675914,Tony Dibrell,2021,aa,Double-A Northeast,26,4,1,5,7,0.19230769230769232,0.8,0.15384615384615385
