"last_name, first_name","player_id","year","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","r_stolen_base_pct","r_total_pickoff"
"Flores, Wilmer",527038,2020,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Correa, Carlos",621043,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Dozier, Hunter",641531,2020,"0","0","0","0","0","0","0","0","4","0","0",,"0"
"Aguilar, Jesús",542583,2020,"0","1","0","0","0","0","0","0","0","0","0",,"0"
"Crawford, Brandon",543063,2020,"2","0","0","1","0","1","0","0","1","0","0",,"1"
"Adames, Willy",642715,2020,"1","0","0","0","0","0","0","0","2","0","0",,"0"
"Pillar, Kevin",607680,2020,"2","0","0","0","0","0","0","0","4","1","0",,"0"
"Martinez, J.D.",502110,2020,"0","0","0","1","0","0","0","0","0","1","0",,"0"
"Harper, Bryce",547180,2020,"2","0","0","0","0","0","0","0","6","2","0",,"0"
"Yastrzemski, Mike",573262,2020,"1","0","0","0","0","0","0","0","2","0","0",,"0"
"Verdugo, Alex",657077,2020,"0","0","0","0","0","0","0","0","3","1","0",,"0"
"Arcia, Orlando",606115,2020,"0","0","0","0","0","0","0","0","2","0","0",,"0"
"González, Erik",570481,2020,"2","1","0","0","0","0","0","0","1","1","0",,"0"
"Blackmon, Charlie",453568,2020,"1","0","0","1","0","0","0","0","2","0","0",,"0"
"Kiner-Falefa, Isiah",643396,2020,"4","1","0","0","0","1","0","0","8","0","0",,"1"
"Ramírez, José",608070,2020,"1","1","1","0","0","1","1","0","8","2","0",,"2"
"Nimmo, Brandon",607043,2020,"2","0","0","2","0","0","0","0","1","0","0",,"0"
"Hicks, Aaron",543305,2020,"0","1","0","0","0","0","0","0","4","0","0",,"0"
"Villar, Jonathan",542340,2020,"4","1","0","0","0","3","0","1","11","5","0",,"4"
"Grisham, Trent",663757,2020,"1","0","0","1","0","0","0","0","7","3","0",,"0"
"Trout, Mike",545361,2020,"1","0","0","0","0","0","0","0","1","0","0",,"0"
"Betts, Mookie",605141,2020,"2","0","0","0","0","0","0","0","7","2","1",,"0"
"Rendon, Anthony",543685,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Story, Trevor",596115,2020,"3","0","0","0","0","2","0","0","14","1","0",,"2"
"Swanson, Dansby",621020,2020,"0","0","0","0","0","1","0","0","4","1","0",,"1"
"Ahmed, Nick",605113,2020,"0","0","0","0","0","0","0","0","4","0","0",,"0"
"Marte, Starling",516782,2020,"1","1","0","5","0","0","0","0","9","1","0",,"0"
"Brantley Jr., Michael",488726,2020,"0","0","0","0","0","0","0","0","1","1","0",,"0"
"Yelich, Christian",592885,2020,"2","0","0","0","0","0","0","0","4","0","0",,"0"
"Arenado, Nolan",571448,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"McNeil, Jeff",643446,2020,"2","0","0","0","0","1","0","0","0","0","0",,"1"
"Tucker, Kyle",663656,2020,"1","0","0","0","0","0","0","0","8","0","0",,"0"
"Candelario, Jeimer",600869,2020,"1","0","0","0","0","0","0","0","1","0","0",,"0"
"Muncy, Max",571970,2020,"0","0","0","1","0","0","0","0","1","0","0",,"0"
"Conforto, Michael",624424,2020,"3","0","0","0","0","0","0","0","2","1","0",,"0"
"Segura, Jean",516416,2020,"2","0","0","1","0","0","0","0","2","0","0",,"0"
"Reddick, Josh",502210,2020,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Santana, Carlos",467793,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Báez, Javier",595879,2020,"0","0","0","0","0","0","0","0","3","0","0",,"0"
"Pollock, AJ",572041,2020,"1","1","0","2","0","1","0","0","2","0","0",,"1"
"Vázquez, Christian",543877,2020,"2","1","0","1","0","1","0","0","3","1","0",,"1"
"Laureano, Ramón",657656,2020,"1","0","0","0","0","1","0","0","2","0","0",,"1"
"Realmuto, J.T.",592663,2020,"1","0","0","0","0","0","0","0","4","0","0",,"0"
"Lopez, Nicky",670032,2020,"5","0","0","0","0","0","0","0","0","0","0",,"0"
"Grossman, Robbie",543257,2020,"1","0","0","0","0","2","0","0","7","1","0",,"2"
"McCutchen, Andrew",457705,2020,"0","0","0","0","0","1","0","0","4","0","0",,"1"
"Cabrera, Asdrúbal",452678,2020,"0","0","0","1","0","0","0","0","0","0","0",,"0"
"Cronenworth, Jake",630105,2020,"1","0","0","0","0","0","0","0","2","1","0",,"0"
"Bradley Jr., Jackie",598265,2020,"2","0","0","0","0","0","0","0","5","0","0",,"0"
"Tatis Jr., Fernando",665487,2020,"2","1","0","0","0","2","1","0","9","2","0",,"3"
"White, Evan",657108,2020,"2","0","0","1","0","1","0","0","1","0","0",,"1"
"Semien, Marcus",543760,2020,"0","0","0","0","0","0","0","0","4","0","0",,"0"
"Castellanos, Nick",592206,2020,"2","0","0","0","0","1","0","0","0","0","0",,"1"
"Bogaerts, Xander",593428,2020,"0","0","0","0","0","0","0","0","5","3","0",,"0"
"Votto, Joey",458015,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Suárez, Eugenio",553993,2020,"0","0","0","0","0","0","0","0","2","0","0",,"0"
"Dickerson, Corey",572816,2020,"1","0","0","0","0","0","0","0","1","0","0",,"0"
"Profar, Jurickson",595777,2020,"1","0","0","0","0","0","0","0","6","1","0",,"0"
"Reynolds, Bryan",668804,2020,"0","1","0","2","0","0","0","0","1","0","0",,"0"
"Jiménez, Eloy",650391,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Alonso, Pete",624413,2020,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Riley, Austin",663586,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Davis, J.D.",605204,2020,"0","0","0","0","0","0","1","0","0","0","0",,"1"
"Solak, Nick",669256,2020,"1","0","0","0","0","2","0","0","6","1","0",,"2"
"Rizzo, Anthony",519203,2020,"1","0","0","0","0","1","0","0","3","0","0",,"1"
"Longoria, Evan",446334,2020,"1","0","0","1","0","0","0","0","0","0","0",,"0"
"Guerrero Jr., Vladimir",665489,2020,"0","0","0","0","0","0","1","0","1","0","0",,"1"
"Hernández, César",514917,2020,"0","0","0","0","0","2","0","0","0","0","0",,"2"
"Happ, Ian",664023,2020,"3","0","0","0","0","0","0","0","1","0","0",,"0"
"Alberto, Hanser",593643,2020,"0","0","0","1","0","0","0","0","3","0","0",,"0"
"Fletcher, David",664058,2020,"1","0","0","0","0","0","0","0","2","0","0",,"0"
"Schwarber, Kyle",656941,2020,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Grichuk, Randal",545341,2020,"1","0","0","0","0","0","0","0","1","0","0",,"0"
"Lewis, Kyle",641786,2020,"1","0","0","0","0","1","0","0","5","0","0",,"1"
"Escobar, Eduardo",500871,2020,"0","0","0","1","0","0","0","0","1","0","0",,"0"
"Moncada, Yoán",660162,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"García, Avisaíl",541645,2020,"3","0","0","2","0","1","0","0","1","0","0",,"1"
"Robles, Victor",645302,2020,"1","0","0","1","0","1","0","0","2","2","0",,"1"
"Polanco, Jorge",593871,2020,"2","0","0","0","0","0","0","0","4","0","0",,"0"
"Gregorius, Didi",544369,2020,"2","0","0","1","0","1","0","0","3","0","0",,"1"
"Ozuna, Marcell",542303,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Marte, Ketel",606466,2020,"0","0","0","2","0","0","0","0","1","0","0",,"0"
"LeMahieu, DJ",518934,2020,"0","0","0","1","0","0","0","0","2","1","0",,"0"
"Canha, Mark",592192,2020,"0","0","0","0","0","0","0","0","4","0","0",,"0"
"Grandal, Yasmani",518735,2020,"0","0","0","0","0","1","0","0","0","0","0",,"1"
"Reyes, Victor",622682,2020,"2","0","0","1","0","0","1","0","7","1","0",,"1"
"Moran, Colin",592567,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Springer III, George",543807,2020,"2","0","0","0","0","0","0","0","0","1","0",,"0"
"Goldschmidt, Paul",502671,2020,"0","0","0","0","0","0","0","0","0","1","0",,"0"
"Merrifield, Whit",593160,2020,"3","0","0","0","0","1","0","0","8","4","0",,"1"
"Bellinger, Cody",641355,2020,"1","0","0","0","0","1","0","0","5","1","0",,"1"
"Wong, Kolten",543939,2020,"2","0","0","1","0","1","0","0","4","1","0",,"1"
"Gallo, Joey",608336,2020,"0","0","0","1","0","0","0","0","2","0","0",,"0"
"Lowe, Brandon",664040,2020,"0","0","0","0","0","0","0","0","3","0","0",,"0"
"Smith, Dominic",642086,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"La Stella, Tommy",600303,2020,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Acuña Jr., Ronald",660670,2020,"1","0","0","0","0","3","1","0","8","0","0",,"4"
"Altuve, Jose",514888,2020,"3","0","0","0","0","3","0","0","2","0","0",,"3"
"Voit III, Luke",572228,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Kepler, Max",596146,2020,"0","0","0","0","0","0","0","0","3","0","0",,"0"
"Edman, Tommy",669242,2020,"2","2","0","0","0","0","0","0","2","0","0",,"0"
"Machado, Manny",592518,2020,"1","2","0","0","0","0","1","0","5","1","0",,"1"
"Sanó, Miguel",593934,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Seager, Corey",608369,2020,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Seager, Kyle",572122,2020,"0","0","0","0","0","0","0","0","5","0","0",,"0"
"Gonzalez, Marwin",503556,2020,"0","0","0","2","0","0","0","0","0","0","0",,"0"
"Rosario, Eddie",592696,2020,"1","0","0","1","0","2","0","0","3","0","0",,"2"
"Bell, Josh",605137,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Reyes, Franmil",614177,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Walker, Christian",572233,2020,"1","0","0","0","0","1","0","0","1","0","0",,"1"
"Hernández, Teoscar",606192,2020,"1","0","0","0","0","1","1","0","3","3","0",,"2"
"Olson, Matt",621566,2020,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Turner, Trea",607208,2020,"4","0","0","1","0","1","0","0","9","3","0",,"1"
"Lindor, Francisco",596019,2020,"2","0","0","0","0","1","0","0","6","0","0",,"1"
"Freeman, Freddie",518692,2020,"0","0","0","0","0","0","0","0","2","0","0",,"0"
"Devers, Rafael",646240,2020,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Taylor, Chris",621035,2020,"2","0","0","0","0","1","0","0","2","1","0",,"1"
