"last_name, first_name","player_id","year","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","r_stolen_base_pct","r_total_pickoff"
"Gregorius, Didi",544369,2018,"5","1","0","0","0","0","0","0","9","1","0",,"0"
"Polanco, Gregory",570256,2018,"2","0","0","0","0","0","0","0","10","2","0",,"0"
"Odor, Rougned",596059,2018,"11","1","0","1","0","6","1","0","12","0","0",,"7"
"Candelario, Jeimer",600869,2018,"2","0","0","1","0","2","0","0","3","0","0",,"2"
"Hernández, Teoscar",606192,2018,"4","1","0","1","0","0","0","0","2","3","0",,"0"
"Duffy, Matt",622110,2018,"6","0","0","2","0","1","0","0","12","0","0",,"1"
"Jay, Jon",445055,2018,"2","1","0","1","0","0","0","0","4","0","0",,"0"
"Moustakas, Mike",519058,2018,"1","0","0","0","0","1","0","0","4","0","0",,"1"
"Trout, Mike",545361,2018,"1","1","0","0","0","0","0","0","21","3","0",,"0"
"Rojas, Miguel",500743,2018,"3","0","0","1","0","2","0","0","4","2","0",,"2"
"Margot, Manuel",622534,2018,"7","2","1","1","0","1","0","1","11","0","0",,"2"
"Springer III, George",543807,2018,"4","0","0","0","0","0","0","0","5","1","0",,"0"
"Bregman, Alex",608324,2018,"1","2","1","1","0","2","0","0","9","1","0",,"2"
"González, Carlos",471865,2018,"2","0","0","1","0","0","0","0","5","0","0",,"0"
"Realmuto, J.T.",592663,2018,"2","0","0","1","0","1","0","0","3","0","0",,"1"
"Schwarber, Kyle",656941,2018,"3","0","0","0","0","0","0","0","4","0","0",,"0"
"Gardner, Brett",458731,2018,"2","0","0","0","0","1","0","0","15","1","0",,"1"
"Ramírez, José",608070,2018,"5","1","0","0","0","2","0","0","32","2","0",,"2"
"Stanton, Giancarlo",519317,2018,"0","0","0","0","0","0","0","0","5","0","0",,"0"
"Swanson, Dansby",621020,2018,"3","1","0","1","0","1","0","0","8","2","0",,"1"
"Hernández, César",514917,2018,"5","1","0","4","0","1","0","0","18","0","1",,"1"
"Kipnis, Jason",543401,2018,"1","0","0","0","0","0","0","0","5","2","0",,"0"
"Machado, Manny",592518,2018,"2","0","0","3","0","0","0","0","13","1","0",,"0"
"Taylor, Chris",621035,2018,"6","0","0","2","0","1","0","0","7","2","0",,"1"
"Mazara, Nomar",608577,2018,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Dietrich, Derek",518618,2018,"0","0","0","2","0","0","0","0","2","0","0",,"0"
"Piscotty, Stephen",572039,2018,"0","0","0","1","0","0","0","0","1","1","0",,"0"
"Chapman, Matt",656305,2018,"2","0","0","0","0","0","1","0","0","1","0",,"1"
"Albies, Ozzie",645277,2018,"2","1","0","2","0","1","0","0","12","1","1",,"1"
"Shaw, Travis",543768,2018,"2","0","0","1","0","0","0","0","4","1","0",,"0"
"Martinez, Victor",400121,2018,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Carpenter, Matt",572761,2018,"1","0","0","1","0","0","0","0","4","0","0",,"0"
"Kemp, Matt",461314,2018,"0","0","0","1","0","0","0","0","0","0","0",,"0"
"Cruz Jr., Nelson",443558,2018,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Solarte, Yangervis",500208,2018,"2","0","1","0","0","0","0","0","1","0","0",,"0"
"Contreras, Willson",575929,2018,"1","0","0","1","0","1","0","0","4","0","0",,"1"
"Nimmo, Brandon",607043,2018,"3","3","0","1","0","1","0","0","7","2","0",,"1"
"Anderson, Tim",641313,2018,"7","1","0","0","0","2","1","0","19","7","0",,"3"
"Marte, Starling",516782,2018,"13","1","0","1","0","3","0","0","29","4","0",,"3"
"Smith, Mallex",605480,2018,"6","3","3","0","0","3","0","1","33","6","1",,"4"
"Alonso, Yonder",475174,2018,"0","0","0","1","0","0","0","0","0","0","0",,"0"
"Gordon, Alex",460086,2018,"1","0","1","2","0","1","0","0","9","3","0",,"1"
"Dickerson, Corey",572816,2018,"3","0","0","0","0","0","0","0","8","0","0",,"0"
"Bell, Josh",605137,2018,"5","0","0","0","0","0","0","0","2","0","0",,"0"
"LeMahieu, DJ",518934,2018,"5","0","0","1","0","2","1","0","5","1","0",,"3"
"Gallo, Joey",608336,2018,"4","0","0","1","0","0","0","0","3","0","0",,"0"
"Martinez, J.D.",502110,2018,"1","0","0","1","0","0","0","0","6","0","0",,"0"
"Olson, Matt",621566,2018,"0","1","0","0","0","0","0","0","2","0","0",,"0"
"Turner, Trea",607208,2018,"9","0","0","1","0","5","1","0","36","7","0",,"6"
"Yelich, Christian",592885,2018,"2","2","0","1","0","1","0","0","17","5","0",,"1"
"Mancini III, Trey",641820,2018,"0","0","1","0","0","0","0","0","0","0","0",,"0"
"Hoskins, Rhys",656555,2018,"2","1","0","0","0","1","0","0","4","1","0",,"1"
"Peralta, David",444482,2018,"0","0","0","1","0","1","0","0","4","0","0",,"1"
"Betts, Mookie",605141,2018,"5","1","0","0","0","1","0","0","26","4","0",,"1"
"Healy, Ryon",592387,2018,"0","0","0","2","0","0","0","0","0","0","0",,"0"
"Báez, Javier",595879,2018,"6","3","0","2","0","3","0","0","12","7","2",,"3"
"Perez, Salvador",521692,2018,"0","1","0","0","0","0","0","0","0","1","0",,"0"
"Merrifield, Whit",593160,2018,"8","2","0","2","0","4","1","0","29","16","0",,"5"
"Camargo, Johan",622666,2018,"1","0","0","0","0","0","0","0","1","0","0",,"0"
"Suárez, Eugenio",553993,2018,"1","0","0","0","0","0","0","0","0","1","0",,"0"
"Cain, Lorenzo",456715,2018,"6","1","0","0","0","6","0","0","24","6","0",,"6"
"Conforto, Michael",624424,2018,"4","0","0","1","0","2","0","0","2","1","0",,"2"
"Molina, Yadier",425877,2018,"2","1","0","1","0","1","0","0","3","1","0",,"1"
"Bogaerts, Xander",593428,2018,"2","0","0","2","0","0","0","0","6","2","0",,"0"
"Arenado, Nolan",571448,2018,"2","0","0","0","0","0","0","0","2","0","0",,"0"
"Freeman, Freddie",518692,2018,"3","0","0","3","0","1","0","0","10","0","0",,"1"
"Lindor, Francisco",596019,2018,"10","0","0","1","0","1","0","0","20","4","1",,"1"
"Strange-Gordon, Dee",543829,2018,"11","0","1","0","0","4","0","0","25","5","0",,"4"
"Story, Trevor",596115,2018,"6","0","0","3","0","0","0","0","27","0","0",,"0"
"Votto, Joey",458015,2018,"0","0","0","0","0","2","0","0","2","0","0",,"2"
"Jones, Adam",430945,2018,"1","0","0","1","0","0","0","0","6","1","0",,"0"
"Encarnación, Edwin",429665,2018,"0","0","0","0","0","0","0","0","3","0","0",,"0"
"Bradley Jr., Jackie",598265,2018,"1","0","0","0","0","1","0","0","15","2","0",,"1"
"Semien, Marcus",543760,2018,"6","0","0","0","0","4","0","0","13","1","0",,"4"
"Altuve, Jose",514888,2018,"4","0","0","0","0","2","0","0","14","3","0",,"2"
"Cron, C.J.",543068,2018,"2","0","0","0","0","0","0","0","1","0","0",,"0"
"Lowrie, Jed",476704,2018,"0","0","0","1","0","0","0","0","0","0","0",,"0"
"Ozuna, Marcell",542303,2018,"0","0","0","1","0","0","0","0","2","1","0",,"0"
"Dozier, Brian",572821,2018,"3","0","0","1","0","1","0","0","8","4","0",,"1"
"Pillar, Kevin",607680,2018,"2","1","0","2","0","1","0","0","11","2","1",,"1"
"Inciarte, Ender",542255,2018,"10","3","1","2","0","1","1","0","19","8","1",,"2"
"Simmons, Andrelton",592743,2018,"2","0","0","2","0","0","0","0","9","1","0",,"0"
"Rendon, Anthony",543685,2018,"1","0","0","1","0","1","0","0","2","0","0",,"1"
"Desmond, Ian",435622,2018,"6","0","0","0","0","3","1","0","19","1","0",,"4"
"Cabrera, Asdrúbal",452678,2018,"0","0","0","0","0","1","0","0","0","0","0",,"1"
"Rosario, Eddie",592696,2018,"2","0","0","0","0","3","0","0","7","1","0",,"3"
"Calhoun, Kole",594777,2018,"2","0","0","1","0","1","0","0","6","0","0",,"1"
"Abreu, José",547989,2018,"0","0","0","2","0","0","0","0","1","1","0",,"0"
