"last_name, first_name","player_id","year","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","r_stolen_base_pct","r_total_pickoff"
"Lindor, Francisco",596019,2023,"3","1","0","0","0","2","0","0","23","7","1",,"2"
"Meneses, Joey",608841,2023,"0","0","0","0","0","1","0","0","0","0","0",,"1"
"Smith, Dominic",642086,2023,"1","0","0","0","0","1","0","0","0","1","0",,"1"
"Taveras, Leody",665750,2023,"3","1","0","1","0","1","0","0","10","4","0",,"1"
"Reynolds, Bryan",668804,2023,"0","0","1","3","0","0","0","0","7","5","0",,"0"
"Adames, Willy",642715,2023,"2","1","0","1","0","1","0","0","4","1","0",,"1"
"Yoshida, Masataka",807799,2023,"0","0","0","0","0","2","0","0","8","0","0",,"2"
"Thomas, Lane",657041,2023,"4","0","1","0","0","1","0","0","16","4","0",,"1"
"Semien, Marcus",543760,2023,"3","0","0","1","0","0","0","0","13","1","0",,"0"
"Tucker, Kyle",663656,2023,"5","0","0","0","0","2","0","0","22","8","0",,"2"
"McNeil, Jeff",643446,2023,"0","0","0","0","0","0","0","0","9","1","0",,"0"
"Walker, Christian",572233,2023,"0","0","0","0","0","0","0","0","11","0","0",,"0"
"Bogaerts, Xander",593428,2023,"2","0","0","4","0","2","0","0","12","6","1",,"2"
"Merrifield, Whit",593160,2023,"4","6","0","0","0","3","1","0","18","8","0",,"4"
"Swanson, Dansby",621020,2023,"1","0","0","3","0","1","0","0","8","1","0",,"1"
"Anderson, Tim",641313,2023,"2","0","0","0","0","2","0","0","10","2","1",,"2"
"Abrams, CJ",682928,2023,"3","1","0","2","0","2","1","0","40","6","1",,"3"
"Castellanos, Nick",592206,2023,"2","0","0","1","0","0","0","0","11","0","0",,"0"
"Edman, Tommy",669242,2023,"4","0","0","1","0","1","0","0","23","4","0",,"1"
"McKinstry, Zach",656716,2023,"6","0","0","1","0","1","0","0","15","1","0",,"1"
"Soler, Jorge",624585,2023,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Perez, Salvador",521692,2023,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Ohtani, Shohei",660271,2023,"5","1","0","3","0","3","0","0","15","5","0",,"3"
"Kim, Ha-Seong",673490,2023,"8","0","1","2","0","1","1","1","30","8","0",,"3"
"Rutschman, Adley",668939,2023,"1","0","1","0","0","0","0","0","1","0","0",,"0"
"Henderson, Gunnar",683002,2023,"2","0","1","0","0","3","0","0","10","0","0",,"3"
"Seager, Corey",608369,2023,"1","0","0","0","0","1","0","0","2","0","0",,"1"
"Hays, Austin",669720,2023,"1","0","0","0","0","0","0","0","5","0","0",,"0"
"Grisham, Trent",663757,2023,"3","0","0","0","0","2","0","0","14","1","0",,"2"
"Stott, Bryson",681082,2023,"3","0","0","2","0","0","0","0","30","1","0",,"0"
"Verdugo, Alex",657077,2023,"2","0","1","0","0","0","0","0","5","0","0",,"0"
"De La Cruz, Bryan",650559,2023,"1","0","0","2","0","0","0","0","2","1","1",,"0"
"Ruiz, Keibert",660688,2023,"1","0","0","0","0","1","0","0","1","0","0",,"1"
"Witt Jr., Bobby",677951,2023,"13","2","0","2","0","5","2","1","44","5","0",,"8"
"Realmuto, J.T.",592663,2023,"4","1","0","4","0","1","0","0","12","4","0",,"1"
"Arozarena, Randy",668227,2023,"9","1","0","0","0","3","0","0","19","3","0",,"3"
"Crawford, J.P.",641487,2023,"0","0","0","0","0","0","0","0","2","0","0",,"0"
"Torres, Gleyber",650402,2023,"5","1","0","1","0","0","1","0","9","3","1",,"1"
"Betts, Mookie",605141,2023,"1","1","1","3","0","0","0","0","14","0","0",,"0"
"Profar, Jurickson",595777,2023,"0","0","0","1","0","0","0","0","1","0","0",,"0"
"Smith, Will",669257,2023,"0","0","0","2","0","1","0","0","3","0","0",,"1"
"Hayes, Ke'Bryan",663647,2023,"6","0","0","0","0","0","0","0","5","5","0",,"0"
"Alonso, Pete",624413,2023,"1","0","0","0","0","1","0","0","4","0","0",,"1"
"Díaz, Elias",553869,2023,"0","0","0","2","0","0","0","0","1","0","0",,"0"
"Bellinger, Cody",641355,2023,"6","0","0","0","0","1","0","0","18","2","0",,"1"
"Marte, Ketel",606466,2023,"2","0","0","2","0","1","0","0","8","0","0",,"1"
"McMahon, Ryan",641857,2023,"4","1","0","1","0","1","0","0","4","1","0",,"1"
"India, Jonathan",663697,2023,"1","1","0","0","0","1","0","0","9","5","0",,"1"
"Albies, Ozzie",645277,2023,"1","0","0","0","0","0","0","0","13","0","0",,"0"
"Wade Jr., LaMonte",664774,2023,"0","0","0","1","0","0","0","0","2","0","0",,"0"
"Díaz, Yandy",650490,2023,"1","0","0","0","0","0","0","0","0","0","0",,"0"
"Estrada, Thairo",642731,2023,"5","1","1","1","0","0","0","0","23","0","0",,"0"
"Muncy, Max",571970,2023,"1","0","1","0","0","0","0","0","1","0","0",,"0"
"Abreu, José",547989,2023,"0","1","0","0","0","0","1","0","0","0","0",,"1"
"Canha, Mark",592192,2023,"1","0","0","2","0","0","0","0","7","4","0",,"0"
"Machado, Manny",592518,2023,"2","0","0","1","0","1","0","0","3","0","0",,"1"
"Volpe, Anthony",683011,2023,"5","0","0","1","0","3","1","0","15","9","0",,"4"
"Turner, Trea",607208,2023,"0","0","0","2","0","3","0","0","22","8","0",,"3"
"Arraez, Luis",650333,2023,"2","0","0","2","0","0","0","0","2","1","0",,"0"
"Olson, Matt",621566,2023,"0","0","0","4","0","0","0","0","1","0","0",,"0"
"Bregman, Alex",608324,2023,"1","0","0","1","0","0","0","0","3","0","0",,"0"
"Candelario, Jeimer",600869,2023,"1","0","0","0","0","1","0","0","8","0","0",,"1"
"Ramírez, José",608070,2023,"6","0","0","0","0","2","1","0","26","1","1",,"3"
"Stephenson, Tyler",663886,2023,"1","0","0","0","0","0","0","0","0","0","0",,"0"
"Happ, Ian",664023,2023,"2","0","1","0","0","1","0","0","13","1","0",,"1"
"Casas, Triston",671213,2023,"0","0","0","0","0","1","0","0","0","0","0",,"1"
"Bichette, Bo",666182,2023,"3","0","0","0","0","0","0","0","5","0","0",,"0"
"Carroll, Corbin",682998,2023,"3","2","0","3","0","0","0","0","42","12","0",,"0"
"Cronenworth, Jake",630105,2023,"1","0","0","2","0","0","0","0","5","1","0",,"0"
"García, Adolis",666969,2023,"1","0","0","0","0","0","0","0","9","0","0",,"0"
"Hoerner, Nico",663538,2023,"7","0","0","1","0","1","0","0","34","9","0",,"1"
"Vaughn, Andrew",683734,2023,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Tatis Jr., Fernando",665487,2023,"2","2","0","1","0","2","1","1","21","7","1",,"4"
"Straw, Myles",664702,2023,"5","1","0","3","0","2","0","0","17","3","0",,"2"
"Rosario, Eddie",592696,2023,"2","1","1","0","0","0","0","0","3","0","0",,"0"
"Drury, Brandon",592273,2023,"2","0","0","0","0","0","0","0","0","0","0",,"0"
"Benintendi, Andrew",643217,2023,"2","0","0","2","0","1","0","0","11","2","0",,"1"
"Chapman, Matt",656305,2023,"1","0","1","2","0","0","0","0","3","1","0",,"0"
"Freeman, Freddie",518692,2023,"1","0","0","0","0","1","0","0","23","0","0",,"1"
"Suwinski, Jack",669261,2023,"0","2","0","0","0","0","0","0","11","2","0",,"0"
"Burger, Jake",669394,2023,"1","0","0","0","0","1","0","0","1","0","0",,"1"
"Friedl Jr., TJ",670770,2023,"4","2","0","0","0","2","0","0","25","2","0",,"2"
"Paredes, Isaac",670623,2023,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Arcia, Orlando",606115,2023,"0","0","0","0","0","0","0","0","0","1","0",,"0"
"Harris II, Michael",671739,2023,"2","2","0","0","0","2","1","0","20","0","0",,"3"
"Yelich, Christian",592885,2023,"3","0","0","1","0","2","0","0","24","4","0",,"2"
"Peña, Jeremy",665161,2023,"9","0","0","0","0","1","0","0","12","1","0",,"1"
"Contreras, William",661388,2023,"0","0","1","0","0","0","0","0","6","0","0",,"0"
"Gurriel Jr., Lourdes",666971,2023,"0","0","0","1","0","0","0","0","5","0","0",,"0"
"Harper, Bryce",547180,2023,"2","1","0","0","0","1","0","0","6","5","0",,"1"
"Giménez, Andrés",665926,2023,"4","2","0","2","0","0","0","0","28","2","0",,"0"
"France, Ty",664034,2023,"0","0","0","1","0","1","0","0","0","1","0",,"1"
"Turner, Justin",457759,2023,"1","0","0","0","0","0","0","0","3","1","0",,"0"
"Robert Jr., Luis",673357,2023,"3","1","0","0","0","0","1","0","16","4","0",,"1"
"Correa, Carlos",621043,2023,"0","0","0","1","0","0","0","0","0","0","0",,"0"
"Schwarber, Kyle",656941,2023,"1","1","0","0","0","0","0","0","0","0","0",,"0"
"Varsho, Daulton",662139,2023,"7","0","0","3","0","3","0","0","14","2","0",,"3"
"Rosario, Amed",642708,2023,"2","0","0","1","0","0","0","0","14","1","0",,"0"
"Hernández, Enrique",571771,2023,"1","0","0","0","0","1","0","0","4","0","0",,"1"
"Arenado, Nolan",571448,2023,"3","0","0","0","0","1","0","0","3","0","0",,"1"
"Kwan, Steven",680757,2023,"3","0","0","0","0","3","0","0","19","2","0",,"3"
"Outman, James",681546,2023,"3","0","0","3","0","0","0","1","16","0","0",,"1"
"Goldschmidt, Paul",502671,2023,"2","0","0","0","0","0","0","0","8","3","0",,"0"
