"last_name, first_name","player_id","year","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","r_stolen_base_pct","r_total_pickoff"
"Longoria, Evan",446334,2019,"0","1","0","0","0","0","0","0","2","1","0",,"0"
"Kepler, Max",596146,2019,"5","0","0","0","0","2","0","0","1","0","0",,"2"
"Frazier, Adam",624428,2019,"5","0","0","0","0","2","0","0","5","0","0",,"2"
"Bogaerts, Xander",593428,2019,"2","0","0","0","0","1","0","0","3","1","0",,"1"
"Trout, Mike",545361,2019,"2","0","0","2","0","0","0","0","9","2","0",,"0"
"Benintendi, Andrew",643217,2019,"2","1","0","0","0","0","0","0","9","1","0",,"0"
"Sánchez, Yolmer",570560,2019,"3","1","0","1","0","1","1","0","3","2","0",,"2"
"Muncy, Max",571970,2019,"1","0","0","0","0","1","0","0","4","0","0",,"1"
"Devers, Rafael",646240,2019,"6","2","0","0","0","2","1","0","8","0","0",,"3"
"Turner, Trea",607208,2019,"3","2","0","1","0","2","1","0","32","3","0",,"3"
"Vogelbach, Daniel",596129,2019,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Bryant, Kris",592178,2019,"0","0","0","0","0","0","0","0","4","0","0",,"0"
"Hosmer, Eric",543333,2019,"1","1","1","2","0","0","0","0","0","0","0",,"0"
"Ozuna, Marcell",542303,2019,"2","0","0","0","0","1","0","0","8","4","0",,"1"
"Albies, Ozzie",645277,2019,"1","2","1","0","0","1","1","1","15","0","0",,"3"
"Moran, Colin",592567,2019,"1","0","0","0","0","0","0","0","0","0","0",,"0"
"Pillar, Kevin",607680,2019,"5","0","0","1","0","3","0","0","13","1","0",,"3"
"Dozier, Hunter",641531,2019,"1","1","0","1","0","0","0","0","1","1","0",,"0"
"Smith, Mallex",605480,2019,"9","0","0","2","0","6","1","0","38","7","1",,"7"
"Vázquez, Christian",543877,2019,"2","0","0","0","0","1","0","0","2","2","0",,"1"
"Meadows, Austin",640457,2019,"6","0","1","0","0","0","0","0","11","0","1",,"0"
"Blackmon, Charlie",453568,2019,"5","0","0","1","0","1","0","0","2","0","0",,"1"
"Rizzo, Anthony",519203,2019,"0","0","2","6","0","0","0","1","5","0","0",,"1"
"Grichuk, Randal",545341,2019,"1","0","0","0","0","1","0","0","2","0","0",,"1"
"Anderson, Brian",605119,2019,"1","0","0","0","0","0","0","0","5","0","0",,"0"
"Merrifield, Whit",593160,2019,"10","0","0","2","0","2","0","0","14","6","0",,"2"
"Betts, Mookie",605141,2019,"3","0","0","0","0","0","0","0","15","1","0",,"0"
"Mancini III, Trey",641820,2019,"0","0","0","1","0","0","0","0","1","0","0",,"0"
"Arcia, Orlando",606115,2019,"5","0","0","0","0","0","1","0","4","4","0",,"1"
"Calhoun, Kole",594777,2019,"1","0","0","0","0","0","0","0","4","0","0",,"0"
"Votto, Joey",458015,2019,"0","0","0","1","0","0","0","0","5","0","0",,"0"
"Fletcher, David",664058,2019,"2","1","0","0","0","0","0","0","8","0","0",,"0"
"Soler, Jorge",624585,2019,"0","0","1","3","0","0","0","0","3","0","0",,"0"
"Newman, Kevin",621028,2019,"8","0","0","1","0","2","0","0","15","1","0",,"2"
"Pederson, Joc",592626,2019,"1","0","0","1","0","0","0","0","1","0","0",,"0"
"García, Avisaíl",541645,2019,"4","0","0","0","0","0","0","0","10","0","0",,"0"
"Escobar, Eduardo",500871,2019,"1","0","0","1","0","0","0","0","4","0","1",,"0"
"Ramos, Wilson",467092,2019,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Bellinger, Cody",641355,2019,"5","0","0","0","0","1","0","0","15","0","0",,"1"
"Swanson, Dansby",621020,2019,"4","1","0","1","0","2","1","0","8","2","0",,"3"
"Hernández, César",514917,2019,"1","1","0","1","0","0","0","0","8","1","0",,"0"
"Segura, Jean",516416,2019,"2","0","0","0","0","0","0","0","9","1","0",,"0"
"Rosario, Eddie",592696,2019,"1","0","0","1","0","0","0","0","3","0","0",,"0"
"Machado, Manny",592518,2019,"3","0","0","3","0","1","0","0","3","2","0",,"1"
"Cabrera, Miguel",408234,2019,"0","0","0","0","0","1","0","0","0","0","0",,"1"
"Rendon, Anthony",543685,2019,"1","0","0","0","0","0","0","0","4","0","1",,"0"
"Olson, Matt",621566,2019,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Realmuto, J.T.",592663,2019,"1","0","0","2","0","0","0","0","7","2","0",,"0"
"Conforto, Michael",624424,2019,"2","0","0","0","0","0","0","0","7","0","0",,"0"
"Turner, Justin",457759,2019,"0","0","0","3","0","0","0","0","2","0","0",,"0"
"Adames, Willy",642715,2019,"2","0","0","0","0","1","1","0","3","0","1",,"2"
"Andrus, Elvis",462101,2019,"7","1","0","1","0","0","0","0","24","4","3",,"0"
"Donaldson, Josh",518626,2019,"2","0","0","2","0","0","0","0","3","1","0",,"0"
"Hoskins, Rhys",656555,2019,"2","0","0","2","0","0","0","0","0","2","0",,"0"
"Suárez, Eugenio",553993,2019,"1","1","0","1","0","0","0","0","3","0","0",,"0"
"Moustakas, Mike",519058,2019,"0","0","0","0","0","0","0","0","3","0","0",,"0"
"Reyes, Franmil",614177,2019,"0","0","0","0","0","0","0","1","0","0","0",,"1"
"Bradley Jr., Jackie",598265,2019,"5","1","0","1","0","1","1","0","7","1","0",,"2"
"Goldschmidt, Paul",502671,2019,"1","0","0","0","0","0","1","0","2","1","0",,"1"
"Cruz Jr., Nelson",443558,2019,"1","0","0","0","0","1","0","0","0","0","0",,"1"
"Núñez, Renato",600524,2019,"1","0","0","0","0","0","0","1","1","0","0",,"1"
"Crawford, Brandon",543063,2019,"1","1","0","3","0","0","0","0","3","0","0",,"0"
"Polanco, Jorge",593871,2019,"3","0","0","1","0","1","0","0","4","0","0",,"1"
"Villar, Jonathan",542340,2019,"6","4","0","1","0","3","3","0","33","6","1",,"6"
"Galvis, Freddy",520471,2019,"2","0","0","2","0","0","0","0","3","1","0",,"0"
"Kipnis, Jason",543401,2019,"2","0","0","0","0","1","0","0","7","0","0",,"1"
"Reddick, Josh",502210,2019,"2","0","0","1","0","0","0","0","3","2","0",,"0"
"Jones, Adam",430945,2019,"1","0","0","0","0","0","0","0","2","0","0",,"0"
"McMahon, Ryan",641857,2019,"1","0","0","1","0","2","0","0","5","0","0",,"2"
"Anderson, Tim",641313,2019,"3","2","0","1","0","2","1","0","15","2","0",,"3"
"Torres, Gleyber",650402,2019,"2","0","0","0","0","0","0","0","4","1","0",,"0"
"Rojas, Miguel",500743,2019,"3","1","1","0","0","2","0","0","8","1","0",,"2"
"Reynolds, Bryan",668804,2019,"2","0","0","0","0","0","1","0","2","1","0",,"1"
"Seager, Corey",608369,2019,"0","0","0","0","0","0","0","0","1","0","0",,"0"
"Davis, Khris",501981,2019,"0","0","0","0","0","0","0","0","0","0","0",,"0"
"Guerrero Jr., Vladimir",665489,2019,"1","0","0","0","0","0","0","0","0","0","0",,"0"
"Eaton, Adam",594809,2019,"3","0","0","2","0","2","0","0","13","2","0",,"2"
"Jiménez, Eloy",650391,2019,"0","0","0","2","0","0","0","0","0","0","0",,"0"
"Schwarber, Kyle",656941,2019,"3","0","0","2","0","0","1","0","0","2","0",,"1"
"Ahmed, Nick",605113,2019,"1","0","1","2","0","0","1","0","8","0","0",,"1"
"Braun, Ryan",460075,2019,"0","1","0","3","0","0","0","0","8","3","0",,"0"
"Puig, Yasiel",624577,2019,"5","2","0","0","0","3","0","0","15","4","0",,"3"
"Pham, Tommy",502054,2019,"3","1","0","0","0","4","0","0","18","7","0",,"4"
"Freeman, Freddie",518692,2019,"3","0","0","0","0","0","0","0","6","0","0",,"0"
"Soto, Juan",665742,2019,"1","0","0","3","0","0","0","0","10","2","0",,"0"
"Cabrera, Asdrúbal",452678,2019,"0","0","0","0","0","0","0","0","4","0","0",,"0"
"Alonso, Pete",624413,2019,"0","0","0","1","0","1","0","0","1","0","0",,"1"
"Alberto, Hanser",593643,2019,"4","0","0","1","0","2","0","0","4","0","0",,"2"
"Wong, Kolten",543939,2019,"3","1","0","0","0","1","0","0","23","1","0",,"1"
"Brantley Jr., Michael",488726,2019,"2","0","0","0","0","0","0","0","2","1","0",,"0"
"Bell, Josh",605137,2019,"1","0","0","0","0","1","0","0","0","0","0",,"1"
"Profar, Jurickson",595777,2019,"1","0","0","0","0","0","0","0","9","0","0",,"0"
"Heyward, Jason",518792,2019,"3","0","0","1","0","2","0","0","6","2","0",,"2"
"Santana, Domingo",570267,2019,"3","0","0","0","0","1","0","0","8","0","0",,"1"
"Marte, Starling",516782,2019,"6","0","0","0","0","4","0","0","22","3","0",,"4"
"Rosario, Amed",642708,2019,"9","1","0","2","0","2","0","0","16","3","0",,"2"
