gamePk,season,level_id,level_name,game_date,home_team_id,home_team_name,away_team_id,away_team_name,game_type
580189,2019,11,AAA,2019-04-05,105,Sacramento River Cats,529,Tacoma Rainiers,R
579488,2019,11,AAA,2019-04-05,259,Fresno Grizzlies,2310,Reno Aces,R
575932,2019,11,AAA,2019-04-05,552,Syracuse Mets,533,Pawtucket Red Sox,R
576072,2019,11,AAA,2019-04-05,1410,Lehigh Valley IronPigs,534,Rochester Red Wings,R
575933,2019,11,AAA,2019-04-06,552,Syracuse Mets,533,Pawtucket Red Sox,R
575932,2019,11,AAA,2019-04-06,552,Syracuse Mets,533,Pawtucket Red Sox,R
575297,2019,11,AAA,2019-04-06,422,Buffalo Bisons,531,Scranton/Wilkes-Barre RailRiders,R
575647,2019,11,AAA,2019-04-06,512,Toledo Mud Hens,416,Louisville Bats,R
576073,2019,11,AAA,2019-04-06,1410,Lehigh Valley IronPigs,534,Rochester Red Wings,R
576072,2019,11,AAA,2019-04-06,1410,Lehigh Valley IronPigs,534,Rochester Red Wings,R
587694,2019,11,AAA,2019-04-06,520,Pericos de Puebla,523,Piratas de Campeche,R
587393,2019,11,AAA,2019-04-06,532,Diablos Rojos del Mexico,569,Tigres de Quintana Roo,R
579839,2019,11,AAA,2019-04-06,588,New Orleans Baby Cakes,102,Round Rock Express,R
579837,2019,11,AAA,2019-04-06,588,New Orleans Baby Cakes,102,Round Rock Express,R
575437,2019,11,AAA,2019-04-06,445,Columbus Clippers,484,Indianapolis Indians,R
575367,2019,11,AAA,2019-04-06,431,Gwinnett Stripers,568,Norfolk Tides,R
587513,2019,11,AAA,2019-04-06,579,Guerreros de Oaxaca,442,Olmecas de Tabasco,R
575577,2019,11,AAA,2019-04-06,494,Charlotte Knights,234,Durham Bulls,R
579699,2019,11,AAA,2019-04-06,235,Memphis Redbirds,541,Omaha Storm Chasers,R
579769,2019,11,AAA,2019-04-06,556,Nashville Sounds,451,Iowa Cubs,R
579909,2019,11,AAA,2019-04-06,238,Oklahoma City Dodgers,510,San Antonio Missions,R
587333,2019,11,AAA,2019-04-06,434,Bravos de Leon,528,Rieleros de Aguascalientes,R
579349,2019,11,AAA,2019-04-06,342,Albuquerque Isotopes,561,Salt Lake Bees,R
587994,2019,11,AAA,2019-04-06,536,Tecos de los Dos Laredos,447,Algodoneros Union Laguna,R
587213,2019,11,AAA,2019-04-06,560,Acereros del Norte,502,Saraperos de Saltillo,R
579419,2019,11,AAA,2019-04-06,4904,El Paso Chihuahuas,400,Las Vegas Aviators,R
580190,2019,11,AAA,2019-04-06,105,Sacramento River Cats,529,Tacoma Rainiers,R
579489,2019,11,AAA,2019-04-06,259,Fresno Grizzlies,2310,Reno Aces,R
588114,2019,11,AAA,2019-04-06,5010,Toros de Tijuana,4444,Generales de Durango,R
575648,2019,11,AAA,2019-04-07,512,Toledo Mud Hens,416,Louisville Bats,R
575298,2019,11,AAA,2019-04-07,422,Buffalo Bisons,531,Scranton/Wilkes-Barre RailRiders,R
575934,2019,11,AAA,2019-04-07,552,Syracuse Mets,533,Pawtucket Red Sox,R
575368,2019,11,AAA,2019-04-07,431,Gwinnett Stripers,568,Norfolk Tides,R
576074,2019,11,AAA,2019-04-07,1410,Lehigh Valley IronPigs,534,Rochester Red Wings,R
587695,2019,11,AAA,2019-04-07,520,Pericos de Puebla,523,Piratas de Campeche,R
587394,2019,11,AAA,2019-04-07,532,Diablos Rojos del Mexico,569,Tigres de Quintana Roo,R
579840,2019,11,AAA,2019-04-07,588,New Orleans Baby Cakes,102,Round Rock Express,R
575438,2019,11,AAA,2019-04-07,445,Columbus Clippers,484,Indianapolis Indians,R
575578,2019,11,AAA,2019-04-07,494,Charlotte Knights,234,Durham Bulls,R
587334,2019,11,AAA,2019-04-07,434,Bravos de Leon,528,Rieleros de Aguascalientes,R
579910,2019,11,AAA,2019-04-07,238,Oklahoma City Dodgers,510,San Antonio Missions,R
579699,2019,11,AAA,2019-04-07,235,Memphis Redbirds,541,Omaha Storm Chasers,R
579770,2019,11,AAA,2019-04-07,556,Nashville Sounds,451,Iowa Cubs,R
579420,2019,11,AAA,2019-04-07,4904,El Paso Chihuahuas,400,Las Vegas Aviators,R
579350,2019,11,AAA,2019-04-07,342,Albuquerque Isotopes,561,Salt Lake Bees,R
580191,2019,11,AAA,2019-04-07,105,Sacramento River Cats,529,Tacoma Rainiers,R
579700,2019,11,AAA,2019-04-07,235,Memphis Redbirds,541,Omaha Storm Chasers,R
579490,2019,11,AAA,2019-04-07,259,Fresno Grizzlies,2310,Reno Aces,R
588115,2019,11,AAA,2019-04-07,5010,Toros de Tijuana,4444,Generales de Durango,R
587935,2019,11,AAA,2019-04-07,562,Sultanes de Monterrey,496,Leones de Yucatan,R
587995,2019,11,AAA,2019-04-07,536,Tecos de los Dos Laredos,447,Algodoneros Union Laguna,R
587514,2019,11,AAA,2019-04-07,579,Guerreros de Oaxaca,442,Olmecas de Tabasco,R
587214,2019,11,AAA,2019-04-07,560,Acereros del Norte,502,Saraperos de Saltillo,R
579841,2019,11,AAA,2019-04-08,588,New Orleans Baby Cakes,102,Round Rock Express,R
579911,2019,11,AAA,2019-04-08,238,Oklahoma City Dodgers,510,San Antonio Missions,R
579701,2019,11,AAA,2019-04-08,235,Memphis Redbirds,541,Omaha Storm Chasers,R
579351,2019,11,AAA,2019-04-08,342,Albuquerque Isotopes,561,Salt Lake Bees,R
579491,2019,11,AAA,2019-04-08,259,Fresno Grizzlies,2310,Reno Aces,R
580192,2019,11,AAA,2019-04-08,105,Sacramento River Cats,529,Tacoma Rainiers,R
575439,2019,11,AAA,2019-04-08,445,Columbus Clippers,416,Louisville Bats,R
575299,2019,11,AAA,2019-04-08,422,Buffalo Bisons,533,Pawtucket Red Sox,R
575935,2019,11,AAA,2019-04-08,552,Syracuse Mets,534,Rochester Red Wings,R
575369,2019,11,AAA,2019-04-08,431,Gwinnett Stripers,234,Durham Bulls,R
576075,2019,11,AAA,2019-04-08,1410,Lehigh Valley IronPigs,531,Scranton/Wilkes-Barre RailRiders,R
579771,2019,11,AAA,2019-04-08,556,Nashville Sounds,451,Iowa Cubs,R
579421,2019,11,AAA,2019-04-08,4904,El Paso Chihuahuas,400,Las Vegas Aviators,R
575579,2019,11,AAA,2019-04-08,494,Charlotte Knights,568,Norfolk Tides,R
575370,2019,11,AAA,2019-04-09,431,Gwinnett Stripers,234,Durham Bulls,R
575936,2019,11,AAA,2019-04-09,552,Syracuse Mets,534,Rochester Red Wings,R
575440,2019,11,AAA,2019-04-09,445,Columbus Clippers,416,Louisville Bats,R
575300,2019,11,AAA,2019-04-09,422,Buffalo Bisons,533,Pawtucket Red Sox,R
575580,2019,11,AAA,2019-04-09,494,Charlotte Knights,568,Norfolk Tides,R
575579,2019,11,AAA,2019-04-09,494,Charlotte Knights,568,Norfolk Tides,R
575649,2019,11,AAA,2019-04-09,512,Toledo Mud Hens,484,Indianapolis Indians,R
576076,2019,11,AAA,2019-04-09,1410,Lehigh Valley IronPigs,531,Scranton/Wilkes-Barre RailRiders,R
579977,2019,11,AAA,2019-04-09,541,Omaha Storm Chasers,238,Oklahoma City Dodgers,R
579557,2019,11,AAA,2019-04-09,451,Iowa Cubs,588,New Orleans Baby Cakes,R
580328,2019,11,AAA,2019-04-09,510,San Antonio Missions,235,Memphis Redbirds,R
580118,2019,11,AAA,2019-04-09,102,Round Rock Express,556,Nashville Sounds,R
587813,2019,11,AAA,2019-04-09,528,Rieleros de Aguascalientes,5010,Toros de Tijuana,R
587753,2019,11,AAA,2019-04-09,523,Piratas de Campeche,434,Bravos de Leon,R
580398,2019,11,AAA,2019-04-09,529,Tacoma Rainiers,4904,El Paso Chihuahuas,R
587272,2019,11,AAA,2019-04-09,447,Algodoneros Union Laguna,536,Tecos de los Dos Laredos,R
587873,2019,11,AAA,2019-04-09,502,Saraperos de Saltillo,560,Acereros del Norte,R
587572,2019,11,AAA,2019-04-09,496,Leones de Yucatan,532,Diablos Rojos del Mexico,R
588053,2019,11,AAA,2019-04-09,569,Tigres de Quintana Roo,579,Guerreros de Oaxaca,R
587452,2019,11,AAA,2019-04-09,4444,Generales de Durango,562,Sultanes de Monterrey,R
580048,2019,11,AAA,2019-04-09,2310,Reno Aces,342,Albuquerque Isotopes,R
579627,2019,11,AAA,2019-04-09,400,Las Vegas Aviators,105,Sacramento River Cats,R
587633,2019,11,AAA,2019-04-09,442,Olmecas de Tabasco,520,Pericos de Puebla,R
580258,2019,11,AAA,2019-04-09,561,Salt Lake Bees,259,Fresno Grizzlies,R
575441,2019,11,AAA,2019-04-10,445,Columbus Clippers,416,Louisville Bats,R
575937,2019,11,AAA,2019-04-10,552,Syracuse Mets,534,Rochester Red Wings,R
575650,2019,11,AAA,2019-04-10,512,Toledo Mud Hens,484,Indianapolis Indians,R
580259,2019,11,AAA,2019-04-10,561,Salt Lake Bees,259,Fresno Grizzlies,R
580258,2019,11,AAA,2019-04-10,561,Salt Lake Bees,259,Fresno Grizzlies,R
575581,2019,11,AAA,2019-04-10,494,Charlotte Knights,568,Norfolk Tides,R
576077,2019,11,AAA,2019-04-10,1410,Lehigh Valley IronPigs,531,Scranton/Wilkes-Barre RailRiders,R
579978,2019,11,AAA,2019-04-10,541,Omaha Storm Chasers,238,Oklahoma City Dodgers,R
580329,2019,11,AAA,2019-04-10,510,San Antonio Missions,235,Memphis Redbirds,R
580119,2019,11,AAA,2019-04-10,102,Round Rock Express,556,Nashville Sounds,R
587273,2019,11,AAA,2019-04-10,447,Algodoneros Union Laguna,536,Tecos de los Dos Laredos,R
587874,2019,11,AAA,2019-04-10,502,Saraperos de Saltillo,560,Acereros del Norte,R
587453,2019,11,AAA,2019-04-10,4444,Generales de Durango,562,Sultanes de Monterrey,R
587814,2019,11,AAA,2019-04-10,528,Rieleros de Aguascalientes,5010,Toros de Tijuana,R
587634,2019,11,AAA,2019-04-10,442,Olmecas de Tabasco,520,Pericos de Puebla,R
587754,2019,11,AAA,2019-04-10,523,Piratas de Campeche,434,Bravos de Leon,R
587573,2019,11,AAA,2019-04-10,496,Leones de Yucatan,532,Diablos Rojos del Mexico,R
588054,2019,11,AAA,2019-04-10,569,Tigres de Quintana Roo,579,Guerreros de Oaxaca,R
580399,2019,11,AAA,2019-04-10,529,Tacoma Rainiers,4904,El Paso Chihuahuas,R
580049,2019,11,AAA,2019-04-10,2310,Reno Aces,342,Albuquerque Isotopes,R
579628,2019,11,AAA,2019-04-10,400,Las Vegas Aviators,105,Sacramento River Cats,R
575301,2019,11,AAA,2019-04-10,422,Buffalo Bisons,533,Pawtucket Red Sox,R
579558,2019,11,AAA,2019-04-10,451,Iowa Cubs,588,New Orleans Baby Cakes,R
579559,2019,11,AAA,2019-04-11,451,Iowa Cubs,588,New Orleans Baby Cakes,R
580260,2019,11,AAA,2019-04-11,561,Salt Lake Bees,259,Fresno Grizzlies,R
575790,2019,11,AAA,2019-04-11,533,Pawtucket Red Sox,552,Syracuse Mets,R
575860,2019,11,AAA,2019-04-11,534,Rochester Red Wings,1410,Lehigh Valley IronPigs,R
575155,2019,11,AAA,2019-04-11,234,Durham Bulls,445,Columbus Clippers,R
576001,2019,11,AAA,2019-04-11,568,Norfolk Tides,512,Toledo Mud Hens,R
575225,2019,11,AAA,2019-04-11,416,Louisville Bats,431,Gwinnett Stripers,R
587814,2019,11,AAA,2019-04-11,528,Rieleros de Aguascalientes,5010,Toros de Tijuana,R
575505,2019,11,AAA,2019-04-11,484,Indianapolis Indians,494,Charlotte Knights,R
575720,2019,11,AAA,2019-04-11,531,Scranton/Wilkes-Barre RailRiders,422,Buffalo Bisons,R
580330,2019,11,AAA,2019-04-11,510,San Antonio Missions,235,Memphis Redbirds,R
580120,2019,11,AAA,2019-04-11,102,Round Rock Express,556,Nashville Sounds,R
587274,2019,11,AAA,2019-04-11,447,Algodoneros Union Laguna,536,Tecos de los Dos Laredos,R
587875,2019,11,AAA,2019-04-11,502,Saraperos de Saltillo,560,Acereros del Norte,R
587454,2019,11,AAA,2019-04-11,4444,Generales de Durango,562,Sultanes de Monterrey,R
587815,2019,11,AAA,2019-04-11,528,Rieleros de Aguascalientes,5010,Toros de Tijuana,R
587635,2019,11,AAA,2019-04-11,442,Olmecas de Tabasco,520,Pericos de Puebla,R
587755,2019,11,AAA,2019-04-11,523,Piratas de Campeche,434,Bravos de Leon,R
587574,2019,11,AAA,2019-04-11,496,Leones de Yucatan,532,Diablos Rojos del Mexico,R
588055,2019,11,AAA,2019-04-11,569,Tigres de Quintana Roo,579,Guerreros de Oaxaca,R
580050,2019,11,AAA,2019-04-11,2310,Reno Aces,342,Albuquerque Isotopes,R
579629,2019,11,AAA,2019-04-11,400,Las Vegas Aviators,105,Sacramento River Cats,R
580400,2019,11,AAA,2019-04-11,529,Tacoma Rainiers,4904,El Paso Chihuahuas,R
579979,2019,11,AAA,2019-04-11,541,Omaha Storm Chasers,238,Oklahoma City Dodgers,R
575791,2019,11,AAA,2019-04-12,533,Pawtucket Red Sox,552,Syracuse Mets,R
575721,2019,11,AAA,2019-04-12,531,Scranton/Wilkes-Barre RailRiders,422,Buffalo Bisons,R
575861,2019,11,AAA,2019-04-12,534,Rochester Red Wings,1410,Lehigh Valley IronPigs,R
575226,2019,11,AAA,2019-04-12,416,Louisville Bats,431,Gwinnett Stripers,R
576002,2019,11,AAA,2019-04-12,568,Norfolk Tides,512,Toledo Mud Hens,R
575506,2019,11,AAA,2019-04-12,484,Indianapolis Indians,494,Charlotte Knights,R
580121,2019,11,AAA,2019-04-12,102,Round Rock Express,235,Memphis Redbirds,R
580331,2019,11,AAA,2019-04-12,510,San Antonio Missions,556,Nashville Sounds,R
587876,2019,11,AAA,2019-04-12,502,Saraperos de Saltillo,536,Tecos de los Dos Laredos,R
587275,2019,11,AAA,2019-04-12,447,Algodoneros Union Laguna,560,Acereros del Norte,R
587816,2019,11,AAA,2019-04-12,528,Rieleros de Aguascalientes,562,Sultanes de Monterrey,R
587455,2019,11,AAA,2019-04-12,4444,Generales de Durango,5010,Toros de Tijuana,R
580261,2019,11,AAA,2019-04-12,561,Salt Lake Bees,105,Sacramento River Cats,R
587636,2019,11,AAA,2019-04-12,442,Olmecas de Tabasco,434,Bravos de Leon,R
587756,2019,11,AAA,2019-04-12,523,Piratas de Campeche,520,Pericos de Puebla,R
588056,2019,11,AAA,2019-04-12,569,Tigres de Quintana Roo,532,Diablos Rojos del Mexico,R
587575,2019,11,AAA,2019-04-12,496,Leones de Yucatan,579,Guerreros de Oaxaca,R
580051,2019,11,AAA,2019-04-12,2310,Reno Aces,4904,El Paso Chihuahuas,R
579630,2019,11,AAA,2019-04-12,400,Las Vegas Aviators,259,Fresno Grizzlies,R
580401,2019,11,AAA,2019-04-12,529,Tacoma Rainiers,342,Albuquerque Isotopes,R
575156,2019,11,AAA,2019-04-12,234,Durham Bulls,445,Columbus Clippers,R
579980,2019,11,AAA,2019-04-12,541,Omaha Storm Chasers,588,New Orleans Baby Cakes,R
579560,2019,11,AAA,2019-04-12,451,Iowa Cubs,238,Oklahoma City Dodgers,R
575792,2019,11,AAA,2019-04-13,533,Pawtucket Red Sox,552,Syracuse Mets,R
575862,2019,11,AAA,2019-04-13,534,Rochester Red Wings,1410,Lehigh Valley IronPigs,R
575227,2019,11,AAA,2019-04-13,416,Louisville Bats,431,Gwinnett Stripers,R
579981,2019,11,AAA,2019-04-13,541,Omaha Storm Chasers,588,New Orleans Baby Cakes,R
579980,2019,11,AAA,2019-04-13,541,Omaha Storm Chasers,588,New Orleans Baby Cakes,R
575722,2019,11,AAA,2019-04-13,531,Scranton/Wilkes-Barre RailRiders,422,Buffalo Bisons,R
579561,2019,11,AAA,2019-04-13,451,Iowa Cubs,238,Oklahoma City Dodgers,R
579560,2019,11,AAA,2019-04-13,451,Iowa Cubs,238,Oklahoma City Dodgers,R
587456,2019,11,AAA,2019-04-13,4444,Generales de Durango,5010,Toros de Tijuana,R
575157,2019,11,AAA,2019-04-13,234,Durham Bulls,445,Columbus Clippers,R
587877,2019,11,AAA,2019-04-13,502,Saraperos de Saltillo,536,Tecos de los Dos Laredos,R
587276,2019,11,AAA,2019-04-13,447,Algodoneros Union Laguna,560,Acereros del Norte,R
587817,2019,11,AAA,2019-04-13,528,Rieleros de Aguascalientes,562,Sultanes de Monterrey,R
587576,2019,11,AAA,2019-04-13,496,Leones de Yucatan,579,Guerreros de Oaxaca,R
580122,2019,11,AAA,2019-04-13,102,Round Rock Express,235,Memphis Redbirds,R
575507,2019,11,AAA,2019-04-13,484,Indianapolis Indians,494,Charlotte Knights,R
576003,2019,11,AAA,2019-04-13,568,Norfolk Tides,512,Toledo Mud Hens,R
580052,2019,11,AAA,2019-04-13,2310,Reno Aces,4904,El Paso Chihuahuas,R
587637,2019,11,AAA,2019-04-13,442,Olmecas de Tabasco,434,Bravos de Leon,R
587757,2019,11,AAA,2019-04-13,523,Piratas de Campeche,520,Pericos de Puebla,R
588057,2019,11,AAA,2019-04-13,569,Tigres de Quintana Roo,532,Diablos Rojos del Mexico,R
580402,2019,11,AAA,2019-04-13,529,Tacoma Rainiers,342,Albuquerque Isotopes,R
580332,2019,11,AAA,2019-04-13,510,San Antonio Missions,556,Nashville Sounds,R
580262,2019,11,AAA,2019-04-13,561,Salt Lake Bees,105,Sacramento River Cats,R
579631,2019,11,AAA,2019-04-13,400,Las Vegas Aviators,259,Fresno Grizzlies,R
587638,2019,11,AAA,2019-04-14,442,Olmecas de Tabasco,434,Bravos de Leon,R
575723,2019,11,AAA,2019-04-14,531,Scranton/Wilkes-Barre RailRiders,422,Buffalo Bisons,R
575793,2019,11,AAA,2019-04-14,533,Pawtucket Red Sox,552,Syracuse Mets,R
576004,2019,11,AAA,2019-04-14,568,Norfolk Tides,512,Toledo Mud Hens,R
575508,2019,11,AAA,2019-04-14,484,Indianapolis Indians,494,Charlotte Knights,R
575228,2019,11,AAA,2019-04-14,416,Louisville Bats,431,Gwinnett Stripers,R
580123,2019,11,AAA,2019-04-14,102,Round Rock Express,235,Memphis Redbirds,R
579562,2019,11,AAA,2019-04-14,451,Iowa Cubs,238,Oklahoma City Dodgers,R
579632,2019,11,AAA,2019-04-14,400,Las Vegas Aviators,259,Fresno Grizzlies,R
580333,2019,11,AAA,2019-04-14,510,San Antonio Missions,556,Nashville Sounds,R
580263,2019,11,AAA,2019-04-14,561,Salt Lake Bees,105,Sacramento River Cats,R
579982,2019,11,AAA,2019-04-14,541,Omaha Storm Chasers,588,New Orleans Baby Cakes,R
587457,2019,11,AAA,2019-04-14,4444,Generales de Durango,5010,Toros de Tijuana,R
575158,2019,11,AAA,2019-04-14,234,Durham Bulls,445,Columbus Clippers,R
580053,2019,11,AAA,2019-04-14,2310,Reno Aces,4904,El Paso Chihuahuas,R
580403,2019,11,AAA,2019-04-14,529,Tacoma Rainiers,342,Albuquerque Isotopes,R
587878,2019,11,AAA,2019-04-14,502,Saraperos de Saltillo,536,Tecos de los Dos Laredos,R
588058,2019,11,AAA,2019-04-14,569,Tigres de Quintana Roo,532,Diablos Rojos del Mexico,R
587277,2019,11,AAA,2019-04-14,447,Algodoneros Union Laguna,560,Acereros del Norte,R
587818,2019,11,AAA,2019-04-14,528,Rieleros de Aguascalientes,562,Sultanes de Monterrey,R
587577,2019,11,AAA,2019-04-14,496,Leones de Yucatan,579,Guerreros de Oaxaca,R
587758,2019,11,AAA,2019-04-14,523,Piratas de Campeche,520,Pericos de Puebla,R
575863,2019,11,AAA,2019-04-14,534,Rochester Red Wings,1410,Lehigh Valley IronPigs,R
580334,2019,11,AAA,2019-04-15,510,San Antonio Missions,556,Nashville Sounds,R
579983,2019,11,AAA,2019-04-15,541,Omaha Storm Chasers,588,New Orleans Baby Cakes,R
580124,2019,11,AAA,2019-04-15,102,Round Rock Express,235,Memphis Redbirds,R
579563,2019,11,AAA,2019-04-15,451,Iowa Cubs,238,Oklahoma City Dodgers,R
580404,2019,11,AAA,2019-04-15,529,Tacoma Rainiers,342,Albuquerque Isotopes,R
580054,2019,11,AAA,2019-04-15,2310,Reno Aces,4904,El Paso Chihuahuas,R
576005,2019,11,AAA,2019-04-15,568,Norfolk Tides,234,Durham Bulls,R
575724,2019,11,AAA,2019-04-15,531,Scranton/Wilkes-Barre RailRiders,1410,Lehigh Valley IronPigs,R
575229,2019,11,AAA,2019-04-15,416,Louisville Bats,445,Columbus Clippers,R
575371,2019,11,AAA,2019-04-15,431,Gwinnett Stripers,494,Charlotte Knights,R
575509,2019,11,AAA,2019-04-15,484,Indianapolis Indians,512,Toledo Mud Hens,R
579633,2019,11,AAA,2019-04-15,400,Las Vegas Aviators,259,Fresno Grizzlies,R
580264,2019,11,AAA,2019-04-15,561,Salt Lake Bees,105,Sacramento River Cats,R
575794,2019,11,AAA,2019-04-15,533,Pawtucket Red Sox,422,Buffalo Bisons,R
575864,2019,11,AAA,2019-04-15,534,Rochester Red Wings,552,Syracuse Mets,R
575510,2019,11,AAA,2019-04-16,484,Indianapolis Indians,512,Toledo Mud Hens,R
575795,2019,11,AAA,2019-04-16,533,Pawtucket Red Sox,422,Buffalo Bisons,R
575794,2019,11,AAA,2019-04-16,533,Pawtucket Red Sox,422,Buffalo Bisons,R
575865,2019,11,AAA,2019-04-16,534,Rochester Red Wings,552,Syracuse Mets,R
575864,2019,11,AAA,2019-04-16,534,Rochester Red Wings,552,Syracuse Mets,R
576006,2019,11,AAA,2019-04-16,568,Norfolk Tides,234,Durham Bulls,R
575230,2019,11,AAA,2019-04-16,416,Louisville Bats,445,Columbus Clippers,R
575372,2019,11,AAA,2019-04-16,431,Gwinnett Stripers,494,Charlotte Knights,R
579702,2019,11,AAA,2019-04-16,235,Memphis Redbirds,510,San Antonio Missions,R
579772,2019,11,AAA,2019-04-16,556,Nashville Sounds,102,Round Rock Express,R
587395,2019,11,AAA,2019-04-16,532,Diablos Rojos del Mexico,523,Piratas de Campeche,R
587515,2019,11,AAA,2019-04-16,579,Guerreros de Oaxaca,502,Saraperos de Saltillo,R
587996,2019,11,AAA,2019-04-16,536,Tecos de los Dos Laredos,4444,Generales de Durango,R
579912,2019,11,AAA,2019-04-16,238,Oklahoma City Dodgers,541,Omaha Storm Chasers,R
587335,2019,11,AAA,2019-04-16,434,Bravos de Leon,442,Olmecas de Tabasco,R
587696,2019,11,AAA,2019-04-16,520,Pericos de Puebla,447,Algodoneros Union Laguna,R
587215,2019,11,AAA,2019-04-16,560,Acereros del Norte,496,Leones de Yucatan,R
587936,2019,11,AAA,2019-04-16,562,Sultanes de Monterrey,528,Rieleros de Aguascalientes,R
579352,2019,11,AAA,2019-04-16,342,Albuquerque Isotopes,2310,Reno Aces,R
579422,2019,11,AAA,2019-04-16,4904,El Paso Chihuahuas,529,Tacoma Rainiers,R
580193,2019,11,AAA,2019-04-16,105,Sacramento River Cats,400,Las Vegas Aviators,R
579492,2019,11,AAA,2019-04-16,259,Fresno Grizzlies,561,Salt Lake Bees,R
588116,2019,11,AAA,2019-04-16,5010,Toros de Tijuana,569,Tigres de Quintana Roo,R
575725,2019,11,AAA,2019-04-16,531,Scranton/Wilkes-Barre RailRiders,1410,Lehigh Valley IronPigs,R
575231,2019,11,AAA,2019-04-17,416,Louisville Bats,445,Columbus Clippers,R
575866,2019,11,AAA,2019-04-17,534,Rochester Red Wings,552,Syracuse Mets,R
579423,2019,11,AAA,2019-04-17,4904,El Paso Chihuahuas,529,Tacoma Rainiers,R
575511,2019,11,AAA,2019-04-17,484,Indianapolis Indians,512,Toledo Mud Hens,R
575726,2019,11,AAA,2019-04-17,531,Scranton/Wilkes-Barre RailRiders,1410,Lehigh Valley IronPigs,R
575725,2019,11,AAA,2019-04-17,531,Scranton/Wilkes-Barre RailRiders,1410,Lehigh Valley IronPigs,R
587516,2019,11,AAA,2019-04-17,579,Guerreros de Oaxaca,502,Saraperos de Saltillo,R
580486,2019,11,AAA,2019-04-17,588,New Orleans Baby Cakes,451,Iowa Cubs,R
580487,2019,11,AAA,2019-04-17,588,New Orleans Baby Cakes,451,Iowa Cubs,R
575796,2019,11,AAA,2019-04-17,533,Pawtucket Red Sox,422,Buffalo Bisons,R
576007,2019,11,AAA,2019-04-17,568,Norfolk Tides,234,Durham Bulls,R
575373,2019,11,AAA,2019-04-17,431,Gwinnett Stripers,494,Charlotte Knights,R
579703,2019,11,AAA,2019-04-17,235,Memphis Redbirds,510,San Antonio Missions,R
