game_pk,game_date,game_year,inning,inning_topbot,at_bat_number,pitch_number,balls,strikes,outs_when_up,home_team,away_team,batter,pitcher,on_1b,on_2b,on_3b,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,type,events,description,des,home_score,away_score,bat_score,fld_score,delta_run_exp,delta_home_win_exp,game_type,pitch_name,release_speed,stand,p_throws
570335,2018-10-01,2018,8,Top,60,2,1,0,0,LAD,COL,455104,520980,,,,518735,571970,571771,457759,592518,X,field_out,hit_into_play,Chris Iannetta lines out to third baseman Justin Turner.,5,0,0,5,-0.298,0.006,R,4-Seam Fastball,97.2,R,R
570335,2018-10-01,2018,8,Top,60,1,0,0,0,LAD,COL,455104,520980,,,,518735,571970,571771,457759,592518,B,,ball,Ball,5,0,0,5,0.04,0.0,R,4-Seam Fastball,97.3,R,R
570335,2018-10-01,2018,7,Bot,59,7,3,2,2,LAD,COL,518735,459429,,,457759,455104,435622,518934,571448,596115,S,strikeout,swinging_strike,Yasmani Grandal strikes out swinging.,5,0,5,0,-0.301,-0.002,R,4-Seam Fastball,95.5,R,L
570335,2018-10-01,2018,7,Bot,59,6,3,2,2,LAD,COL,518735,459429,,,457759,455104,435622,518934,571448,596115,S,,foul,Foul,5,0,5,0,0.0,0.0,R,4-Seam Fastball,95.0,R,L
570335,2018-10-01,2018,7,Bot,59,5,3,1,2,LAD,COL,518735,459429,,,457759,455104,435622,518934,571448,596115,S,,foul,Foul,5,0,5,0,-0.052,0.0,R,4-Seam Fastball,95.3,R,L
570335,2018-10-01,2018,7,Bot,59,4,3,0,2,LAD,COL,518735,459429,,,457759,455104,435622,518934,571448,596115,S,,called_strike,Called Strike,5,0,5,0,-0.031,0.0,R,4-Seam Fastball,93.8,R,L
570335,2018-10-01,2018,7,Bot,59,3,2,0,2,LAD,COL,518735,459429,,,457759,455104,435622,518934,571448,596115,B,,ball,Ball,5,0,5,0,0.041,0.0,R,4-Seam Fastball,94.3,R,L
570335,2018-10-01,2018,7,Bot,59,2,1,0,2,LAD,COL,518735,459429,,,457759,455104,435622,518934,571448,596115,B,,ball,Ball,5,0,5,0,0.047,0.0,R,4-Seam Fastball,94.8,R,L
570335,2018-10-01,2018,7,Bot,59,1,0,0,2,LAD,COL,518735,459429,,,457759,455104,435622,518934,571448,596115,B,,ball,Ball,5,0,5,0,0.018,0.0,R,4-Seam Fastball,94.6,R,L
570335,2018-10-01,2018,7,Bot,58,4,1,2,0,LAD,COL,592518,623184,571970,,457759,455104,435622,518934,571448,596115,X,grounded_into_double_play,hit_into_play,"Manny Machado grounds into a double play, pitcher Scott Oberg to second baseman DJ LeMahieu to first baseman Ian Desmond.   Max Muncy out at 2nd.    Manny Machado out at 1st.",5,0,5,0,-0.181,-0.007,R,Slider,87.2,R,R
570335,2018-10-01,2018,7,Bot,58,3,1,1,0,LAD,COL,592518,623184,571970,,457759,455104,435622,518934,571448,596115,S,,swinging_strike_blocked,Swinging Strike (Blocked),5,0,5,0,-0.077,0.0,R,Slider,89.0,R,R
570335,2018-10-01,2018,7,Bot,58,2,1,0,0,LAD,COL,592518,623184,571970,,457759,455104,435622,518934,571448,596115,S,,called_strike,Called Strike,5,0,5,0,-0.058,0.0,R,4-Seam Fastball,95.4,R,R
570335,2018-10-01,2018,7,Bot,58,1,0,0,0,LAD,COL,592518,623184,571970,,457759,455104,435622,518934,571448,596115,B,,ball,Ball,5,0,5,0,0.032,0.0,R,4-Seam Fastball,95.4,R,R
570335,2018-10-01,2018,7,Bot,57,2,0,1,0,LAD,COL,571970,623184,457759,,,455104,435622,518934,571448,596115,X,single,hit_into_play,Max Muncy singles on a sharp line drive to right fielder Carlos Gonzalez.   Justin Turner to 3rd.,5,0,5,0,0.476,0.005,R,Slider,88.2,L,R
570335,2018-10-01,2018,7,Bot,57,1,0,0,0,LAD,COL,571970,623184,457759,,,455104,435622,518934,571448,596115,S,,foul,Foul,5,0,5,0,-0.037,0.0,R,4-Seam Fastball,97.0,L,R
570335,2018-10-01,2018,7,Bot,56,2,0,1,0,LAD,COL,457759,623184,,,,455104,435622,518934,571448,596115,X,single,hit_into_play,Justin Turner singles on a line drive to right fielder Carlos Gonzalez.,5,0,5,0,0.475,0.001,R,4-Seam Fastball,96.5,R,R
570335,2018-10-01,2018,7,Bot,56,1,0,0,0,LAD,COL,457759,623184,,,,455104,435622,518934,571448,596115,S,,foul,Foul,5,0,5,0,-0.04,0.0,R,4-Seam Fastball,95.6,R,R
570335,2018-10-01,2018,7,Top,55,1,0,0,2,LAD,COL,407812,520980,435622,471865,,518735,571970,571771,457759,592518,X,field_out,hit_into_play,Matt Holliday pops out to shortstop Manny Machado.,5,0,0,5,-0.281,0.014,R,4-Seam Fastball,98.1,R,R
570335,2018-10-01,2018,7,Top,54,7,3,2,2,LAD,COL,435622,520980,471865,,,518735,571970,571771,457759,592518,B,walk,ball,Ian Desmond walks.   Carlos Gonzalez to 2nd.,5,0,0,5,0.227,-0.008,R,4-Seam Fastball,99.1,R,R
570335,2018-10-01,2018,7,Top,54,6,3,2,2,LAD,COL,435622,520980,471865,,,518735,571970,571771,457759,592518,S,,foul,Foul,5,0,0,5,0.0,0.0,R,4-Seam Fastball,99.0,R,R
570335,2018-10-01,2018,7,Top,54,5,2,2,2,LAD,COL,435622,520980,471865,,,518735,571970,571771,457759,592518,B,,ball,Ball,5,0,0,5,0.081,0.0,R,4-Seam Fastball,98.7,R,R
570335,2018-10-01,2018,7,Top,54,4,2,1,2,LAD,COL,435622,520980,471865,,,518735,571970,571771,457759,592518,S,,foul,Foul,5,0,0,5,-0.074,0.0,R,Sinker,97.3,R,R
570335,2018-10-01,2018,7,Top,54,3,2,0,2,LAD,COL,435622,520980,471865,,,518735,571970,571771,457759,592518,S,,called_strike,Called Strike,5,0,0,5,-0.058,0.0,R,4-Seam Fastball,97.7,R,R
570335,2018-10-01,2018,7,Top,54,2,1,0,2,LAD,COL,435622,520980,471865,,,518735,571970,571771,457759,592518,B,,ball,Ball,5,0,0,5,0.053,0.0,R,4-Seam Fastball,96.9,R,R
570335,2018-10-01,2018,7,Top,54,1,0,0,2,LAD,COL,435622,520980,471865,,,518735,571970,571771,457759,592518,B,,ball,Ball,5,0,0,5,0.039,0.0,R,Slider,87.1,R,R
570335,2018-10-01,2018,7,Top,53,5,3,1,2,LAD,COL,471865,621111,,,,518735,571970,571771,457759,592518,B,walk,ball,Carlos Gonzalez walks.,5,0,0,5,0.18,-0.003,R,4-Seam Fastball,95.6,L,R
570335,2018-10-01,2018,7,Top,53,4,2,1,2,LAD,COL,471865,621111,,,,518735,571970,571771,457759,592518,B,,ball,Ball,5,0,0,5,0.099,0.0,R,Changeup,90.2,L,R
570335,2018-10-01,2018,7,Top,53,3,1,1,2,LAD,COL,471865,621111,,,,518735,571970,571771,457759,592518,B,,ball,Ball,5,0,0,5,0.049,0.0,R,Knuckle Curve,80.0,L,R
570335,2018-10-01,2018,7,Top,53,2,1,0,2,LAD,COL,471865,621111,,,,518735,571970,571771,457759,592518,S,,foul,Foul,5,0,0,5,-0.048,0.0,R,Changeup,89.6,L,R
570335,2018-10-01,2018,7,Top,53,1,0,0,2,LAD,COL,471865,621111,,,,518735,571970,571771,457759,592518,B,,ball,Ball,5,0,0,5,0.037,0.0,R,4-Seam Fastball,96.2,L,R
570335,2018-10-01,2018,7,Top,52,2,0,1,1,LAD,COL,596115,621111,,,,518735,571970,571771,457759,592518,X,field_out,hit_into_play,Trevor Story flies out to right fielder Yasiel Puig.,5,0,0,5,-0.222,0.004,R,Sinker,96.2,R,R
570335,2018-10-01,2018,7,Top,52,1,0,0,1,LAD,COL,596115,621111,,,,518735,571970,571771,457759,592518,S,,called_strike,Called Strike,5,0,0,5,-0.042,0.0,R,Sinker,96.4,R,R
570335,2018-10-01,2018,7,Top,51,4,1,2,0,LAD,COL,571448,621111,,,,518735,571970,571771,457759,592518,X,field_out,hit_into_play,Nolan Arenado flies out to right fielder Yasiel Puig.,5,0,0,5,-0.187,0.009,R,4-Seam Fastball,97.3,R,R
570335,2018-10-01,2018,7,Top,51,3,1,1,0,LAD,COL,571448,621111,,,,518735,571970,571771,457759,592518,S,,foul,Foul,5,0,0,5,-0.063,0.0,R,4-Seam Fastball,96.1,R,R
570335,2018-10-01,2018,7,Top,51,2,0,1,0,LAD,COL,571448,621111,,,,518735,571970,571771,457759,592518,B,,ball,Ball,5,0,0,5,0.031,0.0,R,Slider,82.7,R,R
570335,2018-10-01,2018,7,Top,51,1,0,0,0,LAD,COL,571448,621111,,,,518735,571970,571771,457759,592518,S,,called_strike,Called Strike,5,0,0,5,-0.04,0.0,R,Cutter,92.7,R,R
570335,2018-10-01,2018,6,Bot,50,3,2,0,2,LAD,COL,592626,643466,621111,,,455104,435622,518934,571448,596115,X,field_out,hit_into_play,Joc Pederson flies out to center fielder Charlie Blackmon.,5,0,5,0,-0.356,-0.003,R,4-Seam Fastball,89.5,L,L
570335,2018-10-01,2018,6,Bot,50,2,1,0,2,LAD,COL,592626,643466,621111,,,455104,435622,518934,571448,596115,B,,ball,Ball,5,0,5,0,0.053,0.0,R,4-Seam Fastball,91.5,L,L
570335,2018-10-01,2018,6,Bot,50,1,0,0,2,LAD,COL,592626,643466,621111,,,455104,435622,518934,571448,596115,B,,ball,Ball,5,0,5,0,0.039,0.0,R,Slider,83.1,L,L
570335,2018-10-01,2018,6,Bot,49,2,1,0,2,LAD,COL,621111,643466,,571771,,455104,435622,518934,571448,596115,X,single,hit_into_play,Walker Buehler singles on a line drive to right fielder Carlos Gonzalez.   Enrique Hernandez scores.,4,0,4,0,0.608,0.021,R,4-Seam Fastball,91.7,R,L
570335,2018-10-01,2018,6,Bot,49,1,0,0,2,LAD,COL,621111,643466,,571771,,455104,435622,518934,571448,596115,B,,ball,Ball,4,0,4,0,0.024,0.0,R,Sinker,92.2,R,L
570335,2018-10-01,2018,6,Bot,48,3,1,1,2,LAD,COL,571771,643466,,,,455104,435622,518934,571448,596115,X,double,hit_into_play,Enrique Hernandez hits a ground-rule double (17) on a line drive to right field.,4,0,4,0,0.598,0.005,R,Sinker,91.7,R,L
570335,2018-10-01,2018,6,Bot,48,2,1,0,2,LAD,COL,571771,643466,,,,455104,435622,518934,571448,596115,S,,foul,Foul,4,0,4,0,-0.048,0.0,R,Changeup,84.9,R,L
570335,2018-10-01,2018,6,Bot,48,1,0,0,2,LAD,COL,571771,643466,,,,455104,435622,518934,571448,596115,B,,ball,Ball,4,0,4,0,0.037,0.0,R,Changeup,83.6,R,L
570335,2018-10-01,2018,6,Bot,47,2,0,1,1,LAD,COL,624577,643466,,,,455104,435622,518934,571448,596115,X,field_out,hit_into_play,Yasiel Puig lines out to right fielder Carlos Gonzalez.,4,0,4,0,-0.222,-0.003,R,4-Seam Fastball,92.8,R,L
570335,2018-10-01,2018,6,Bot,47,1,0,0,1,LAD,COL,624577,643466,,,,455104,435622,518934,571448,596115,S,,swinging_strike,Swinging Strike,4,0,4,0,-0.042,0.0,R,4-Seam Fastball,91.9,R,L
570335,2018-10-01,2018,6,Bot,46,3,2,0,0,LAD,COL,641355,643466,,,,455104,435622,518934,571448,596115,X,field_out,hit_into_play,Cody Bellinger pops out to third baseman Nolan Arenado.,4,0,4,0,-0.37,-0.004,R,Sinker,91.3,L,L
570335,2018-10-01,2018,6,Bot,46,2,1,0,0,LAD,COL,641355,643466,,,,455104,435622,518934,571448,596115,B,,ball,Ball,4,0,4,0,0.072,0.0,R,Sinker,92.2,L,L
570335,2018-10-01,2018,6,Bot,46,1,0,0,0,LAD,COL,641355,643466,,,,455104,435622,518934,571448,596115,B,,ball,Ball,4,0,4,0,0.04,0.0,R,4-Seam Fastball,91.9,L,L
570335,2018-10-01,2018,6,Top,45,1,0,0,2,LAD,COL,621311,621111,,453568,,518735,571970,571771,457759,592518,X,field_out,hit_into_play,David Dahl grounds out to first baseman Max Muncy.,4,0,0,4,-0.287,0.017,R,Changeup,90.4,L,R
570335,2018-10-01,2018,6,Top,44,3,1,1,1,LAD,COL,518934,621111,453568,,,518735,571970,571771,457759,592518,X,field_out,hit_into_play,"DJ LeMahieu grounds out, second baseman Enrique Hernandez to first baseman Max Muncy.   Charlie Blackmon to 2nd.",4,0,0,4,-0.309,0.015,R,Sinker,94.8,R,R
570335,2018-10-01,2018,6,Top,44,2,0,1,1,LAD,COL,518934,621111,453568,,,518735,571970,571771,457759,592518,B,,ball,Ball,4,0,0,4,0.024,0.0,R,4-Seam Fastball,95.5,R,R
570335,2018-10-01,2018,6,Top,44,1,0,0,1,LAD,COL,518934,621111,453568,,,518735,571970,571771,457759,592518,S,,called_strike,Called Strike,4,0,0,4,-0.04,0.0,R,Sinker,95.9,R,R
570335,2018-10-01,2018,6,Top,43,3,1,1,1,LAD,COL,453568,621111,,,,518735,571970,571771,457759,592518,X,single,hit_into_play,Charlie Blackmon singles on a line drive to right fielder Yasiel Puig.,4,0,0,4,0.417,-0.017,R,Changeup,89.2,L,R
570335,2018-10-01,2018,6,Top,43,2,0,1,1,LAD,COL,453568,621111,,,,518735,571970,571771,457759,592518,B,,ball,Ball,4,0,0,4,0.031,0.0,R,Sinker,96.5,L,R
570335,2018-10-01,2018,6,Top,43,1,0,0,1,LAD,COL,453568,621111,,,,518735,571970,571771,457759,592518,S,,swinging_strike,Swinging Strike,4,0,0,4,-0.042,0.0,R,Cutter,92.7,L,R
570335,2018-10-01,2018,6,Top,42,6,3,2,0,LAD,COL,455104,621111,,,,518735,571970,571771,457759,592518,S,strikeout,swinging_strike,Chris Iannetta strikes out swinging.,4,0,0,4,-0.338,0.015,R,Slider,83.7,R,R
570335,2018-10-01,2018,6,Top,42,5,2,2,0,LAD,COL,455104,621111,,,,518735,571970,571771,457759,592518,B,,ball,Ball,4,0,0,4,0.104,0.0,R,4-Seam Fastball,96.8,R,R
570335,2018-10-01,2018,6,Top,42,4,2,1,0,LAD,COL,455104,621111,,,,518735,571970,571771,457759,592518,S,,swinging_strike,Swinging Strike,4,0,0,4,-0.071,0.0,R,Slider,84.6,R,R
570335,2018-10-01,2018,6,Top,42,3,1,1,0,LAD,COL,455104,621111,,,,518735,571970,571771,457759,592518,B,,ball,Ball,4,0,0,4,0.056,0.0,R,Sinker,94.5,R,R
570335,2018-10-01,2018,6,Top,42,2,0,1,0,LAD,COL,455104,621111,,,,518735,571970,571771,457759,592518,B,,ball,Ball,4,0,0,4,0.031,0.0,R,Slider,83.8,R,R
570335,2018-10-01,2018,6,Top,42,1,0,0,0,LAD,COL,455104,621111,,,,518735,571970,571771,457759,592518,S,,swinging_strike,Swinging Strike,4,0,0,4,-0.04,0.0,R,Slider,83.6,R,R
570335,2018-10-01,2018,5,Bot,41,6,3,2,2,LAD,COL,518735,643466,,,,455104,435622,518934,571448,596115,X,field_out,hit_into_play,"Yasmani Grandal grounds out, shortstop Trevor Story to first baseman Ian Desmond.",4,0,4,0,-0.311,-0.002,R,Sinker,91.1,R,L
570335,2018-10-01,2018,5,Bot,41,5,2,2,2,LAD,COL,518735,643466,,,,455104,435622,518934,571448,596115,B,,ball,Ball,4,0,4,0,0.091,0.0,R,Changeup,81.0,R,L
570335,2018-10-01,2018,5,Bot,41,4,1,2,2,LAD,COL,518735,643466,,,,455104,435622,518934,571448,596115,B,,ball,Ball,4,0,4,0,0.047,0.0,R,Slider,82.1,R,L
570335,2018-10-01,2018,5,Bot,41,3,1,1,2,LAD,COL,518735,643466,,,,455104,435622,518934,571448,596115,S,,foul,Foul,4,0,4,0,-0.074,0.0,R,4-Seam Fastball,90.5,R,L
570335,2018-10-01,2018,5,Bot,41,2,1,0,2,LAD,COL,518735,643466,,,,455104,435622,518934,571448,596115,S,,called_strike,Called Strike,4,0,4,0,-0.048,0.0,R,Changeup,80.3,R,L
570335,2018-10-01,2018,5,Bot,41,1,0,0,2,LAD,COL,518735,643466,,,,455104,435622,518934,571448,596115,B,,ball,Ball,4,0,4,0,0.037,0.0,R,Sinker,89.9,R,L
570335,2018-10-01,2018,5,Bot,40,3,1,1,1,LAD,COL,592518,608566,,,,547172,435622,518934,571448,596115,X,field_out,hit_into_play,Manny Machado flies out to center fielder Charlie Blackmon.,4,0,4,0,-0.253,-0.004,R,Sinker,95.0,R,R
570335,2018-10-01,2018,5,Bot,40,2,1,0,1,LAD,COL,592518,608566,,,,547172,435622,518934,571448,596115,S,,swinging_strike,Swinging Strike,4,0,4,0,-0.054,0.0,R,Slider,86.0,R,R
570335,2018-10-01,2018,5,Bot,40,1,0,0,1,LAD,COL,592518,608566,,,,547172,435622,518934,571448,596115,B,,ball,Ball,4,0,4,0,0.043,0.0,R,4-Seam Fastball,96.9,R,R
570335,2018-10-01,2018,5,Bot,39,7,3,2,1,LAD,COL,571970,608566,,592626,,547172,435622,518934,571448,596115,X,home_run,hit_into_play,Max Muncy homers (35) on a fly ball to left center field.   Joc Pederson scores.,2,0,2,0,1.272,0.099,R,4-Seam Fastball,99.0,L,R
